"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","ECR error","Gate length (ns)","MEASURE error","Operational"
"109","176.1179600634861","57.179940659450786","4.993819922336007","-0.305720115996645","0.0179443359375","0.011474609375","0.0244140625","1600","0.00026302910299189205","60","0","0.00026302910299189205","0.00026302910299189205","114:0.01101016821095635","114:660","0.0179443359375","Yes"
"110","218.0069917755676","218.70164628128114","4.989204174836103","-0.30588796504693644","0.035400390625","0.022705078125","0.048095703125","1600","0.00021349800023556957","60","0","0.00021349800023556957","0.00021349800023556957","118:0.007185308424457415;100:0.004815838444957615","118:660;100:660","0.035400390625","Yes"
"111","145.15206630659242","161.51173310171157","4.8694446457269915","-0.3079400626926404","0.025634765625","0.019775390625","0.031494140625","1600","0.0005108164063069039","60","0","0.0005108164063069039","0.0005108164063069039","104:0.00867165869327366;122:0.09369600201762918","104:660;122:660","0.025634765625","Yes"
"112","300.2820403510163","102.12126218504056","4.86344029998094","-0.30748543555920793","0.028564453125","0.0283203125","0.02880859375","1600","0.0002439267306655409","60","0","0.0002439267306655409","0.0002439267306655409","108:0.013620664021140788","108:660","0.028564453125","Yes"
"113","260.6621372660808","237.6218488998871","4.833695283006001","-0.3092919791308059","0.025390625","0.01904296875","0.03173828125","1600","0.0002761794732830873","60","0","0.0002761794732830873","0.0002761794732830873","114:0.021464125377625626","114:660","0.025390625","Yes"
"114","165.88791592498444","23.933972753163648","5.084787612661778","-0.30448707785321494","0.153564453125","0.031005859375","0.276123046875","1600","0.0014658508838836632","60","0","0.0014658508838836632","0.0014658508838836632","","","0.153564453125","Yes"
"115","222.11718787692203","12.304298579500907","4.831879612291083","-0.3084662939367489","0.0333251953125","0.02392578125","0.042724609375","1600","0.000508468080774324","60","0","0.000508468080774324","0.000508468080774324","114:0.02849989836812636","114:660","0.0333251953125","Yes"
"116","267.29008256394377","43.56865778608432","5.004432670732467","-0.30529127817473867","0.019287109375","0.01220703125","0.0263671875","1600","0.0002152914744955086","60","0","0.0002152914744955086","0.0002152914744955086","115:0.008021960272485418","115:660;117:660","0.019287109375","Yes"
"117","220.4696826186106","13.88336918140724","4.819976005387569","-0.30793455769315914","0.1083984375","0.052001953125","0.164794921875","1600","0.00048295261885332447","60","0","0.00048295261885332447","0.00048295261885332447","","","0.1083984375","Yes"
"118","180.1960649007981","43.51388170500268","4.891018329242528","-0.3081199779354357","0.01416015625","0.00927734375","0.01904296875","1600","0.00029495438144994546","60","0","0.00029495438144994546","0.00029495438144994546","117:0.011687089539963169;119:0.008230948589393827","117:660;119:660","0.01416015625","Yes"
"119","237.85658677397217","220.52952038263192","5.107802265231092","-0.3047984938795036","0.0234375","0.013916015625","0.032958984375","1600","0.00019284958589289416","60","0","0.00019284958589289416","0.00019284958589289416","","","0.0234375","Yes"
"120","217.0486341054321","195.22586086830034","4.960139685116797","-0.3056954733082303","0.021240234375","0.013916015625","0.028564453125","1600","0.0001929216055308565","60","0","0.0001929216055308565","0.0001929216055308565","119:0.005414824119082923;121:0.005794343474646829","119:660;121:660","0.021240234375","Yes"
"121","343.4392302349806","274.6313294150135","4.8485745576293695","-0.30898414340606517","0.0120849609375","0.0087890625","0.012939453125","1600","0.00014157711758478264","60","0","0.00014157711758478264","0.00014157711758478264","122:0.10428175671729917","122:660","0.0120849609375","Yes"
"122","178.1410136220991","24.746068686663914","5.069849624593236","-0.30443291332695616","0.0233154296875","0.020751953125","0.02587890625","1600","0.00028278642737407004","60","0","0.00028278642737407004","0.00028278642737407004","","","0.0233154296875","Yes"
"123","253.83094446511558","49.17230023071133","4.868567470648641","-0.30751603403749017","0.01953125","0.015869140625","0.023193359375","1600","0.000282129495471431","60","0","0.000282129495471431","0.000282129495471431","122:0.02841159489155684","122:660","0.01953125","Yes"
"124","275.90400644693415","192.2289795451352","4.914377796624267","-0.30684570885948736","0.0244140625","0.0244140625","0.0244140625","1600","0.00019268300466595713","60","0","0.00019268300466595713","0.00019268300466595713","123:0.0044409843229735735;125:0.005112193046923064","123:660;125:660","0.0244140625","Yes"
"125","197.58436830336004","132.16571197630626","4.992450986761173","-0.3060209291104264","0.0205078125","0.022705078125","0.018310546875","1600","0.00018863750234286792","60","0","0.00018863750234286792","0.00018863750234286792","","","0.0205078125","Yes"
"126","164.25517748074287","29.218892103447732","4.950292754890009","-0.29245643145846556","0.0694580078125","0.057861328125","0.0810546875","1600","0.0006610842144076893","60","0","0.0006610842144076893","0.0006610842144076893","112:0.013545834598972739;125:0.012525995785035382","112:660;125:660","0.0694580078125","Yes"
