"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","ECR error","Gate length (ns)","MEASURE error","Operational"
"87","312.3252991604422","221.60918176381398","4.6660168822578765","-0.31178405546432586","0.0435791015625","0.03662109375","0.048828125","1600","0.00019802690462393258","60","0","0.00019802690462393258","0.00019802690462393258","93:0.005033177341227019","93:660","0.0435791015625","Yes"
"88","181.64692820071892","27.99367857203653","4.806084870734958","-0.3090566471901403","0.0531005859375","0.035888671875","0.0703125","1600","0.0009521293522730421","60","0","0.0009521293522730421","0.0009521293522730421","87:0.00786098147930886;89:0.006819632893509009","87:660;89:660","0.0531005859375","Yes"
"89","429.84198061317414","245.6121173778832","4.61189258180451","-0.3120623117862136","0.0457763671875","0.029052734375","0.0625","1600","0.00014028801558583633","60","0","0.00014028801558583633","0.00014028801558583633","","","0.0457763671875","Yes"
"90","371.1998648529037","76.99678927608977","4.710956948516662","-0.3099694238593608","0.026123046875","0.0244140625","0.02783203125","1600","0.00031402591035880424","60","0","0.00031402591035880424","0.00031402591035880424","94:0.0033830952671935477;75:0.006213517219440912","94:660;75:660","0.026123046875","Yes"
"91","254.1597420452002","15.629304151136191","4.983683506932003","-0.36918699668251537","0.202392578125","0.1044921875","0.30029296875","1600","0.001987851578659464","60","0","0.001987851578659464","0.001987851578659464","98:0.16150701346053487","98:660","0.202392578125","Yes"
"92","314.4925585925599","41.38325173211051","4.771797515033858","-0.3094332092151604","0.01708984375","0.016357421875","0.017822265625","1600","0.0006543598671611619","60","0","0.0006543598671611619","0.0006543598671611619","83:0.007675610043842013;102:0.007655727904872983","83:660;102:660","0.01708984375","Yes"
"93","150.05900631764248","127.23192806221584","4.787550705960153","-0.30884806165403966","0.04296875","0.064208984375","0.021728515625","1600","0.00023684588147296774","60","0","0.00023684588147296774","0.00023684588147296774","","","0.04296875","Yes"
"94","104.49848586794617","113.4248799759394","4.80935225735291","-0.30907384238092234","0.007080078125","0.008544921875","0.005615234375","1600","0.0005283451734225962","60","0","0.0005283451734225962","0.0005283451734225962","","","0.007080078125","Yes"
"95","195.90611100194582","168.98557453186268","4.74348676123257","-0.3100716595194284","0.0089111328125","0.008056640625","0.009765625","1600","0.00019558160121839872","60","0","0.00019558160121839872","0.00019558160121839872","94:0.0035080094620204005;96:0.007503754929175183","94:660;96:660","0.0089111328125","Yes"
"96","135.1570615104363","86.68030974954688","4.873821056963533","-0.3076167709526163","0.01611328125","0.010986328125","0.021240234375","1600","0.0003201884956494669","60","0","0.0003201884956494669","0.0003201884956494669","97:0.017156481823977082;109:0.007105637529614434","97:660;109:660","0.01611328125","Yes"
"97","201.35388325921545","14.996015608972883","4.67005141625339","-0.37893034503896755","0.0987548828125","0.073974609375","0.12353515625","1600","0.0010786300274523116","60","0","0.0010786300274523116","0.0010786300274523116","","","0.0987548828125","Yes"
"98","289.28663984421837","46.20194462785553","4.934923873310742","-0.3072350372364682","0.10888671875","0.082763671875","0.135009765625","1600","0.0014294462592687655","60","0","0.0014294462592687655","0.0014294462592687655","","97:660","0.10888671875","Yes"
"99","259.90410468863803","69.89922562150223","4.80747503562486","-0.30824893727678815","0.0396728515625","0.04052734375","0.038818359375","1600","0.00034801981875614104","60","0","0.00034801981875614104","0.00034801981875614104","100:0.005862600737720769;98:0.017685866149468932","100:660;98:660","0.0396728515625","Yes"
"100","145.38200808178453","100.07090751151175","4.747578181819818","-0.3099078705652482","0.0399169921875","0.038818359375","0.041015625","1600","0.0003684912355269274","60","0","0.0003684912355269274","0.0003684912355269274","","","0.0399169921875","Yes"
"101","158.17509969387643","93.4679609624037","4.99053953407821","-0.306444397256142","0.0286865234375","0.01025390625","0.047119140625","1600","0.00020582942039197946","60","0","0.00020582942039197946","0.00020582942039197946","100:0.005398275532067204;102:0.008341947288966839","100:660;102:660","0.0286865234375","Yes"
"102","318.7518663612123","122.3525267015332","4.922529477188543","-0.3074867003835158","0.030517578125","0.02978515625","0.03125","1600","0.0008933903213949654","60","0","0.0008933903213949654","0.0008933903213949654","103:0.005056333624802983","103:660","0.030517578125","Yes"
"103","292.52805745339583","57.7276795551004","4.839524977488515","-0.30716759041448993","0.082763671875","0.084228515625","0.081298828125","1600","0.0004667066246822946","60","0","0.0004667066246822946","0.0004667066246822946","104:0.006079902714652252","104:660","0.082763671875","Yes"
"104","301.10354046267673","121.67749850626431","4.906229843184751","-0.30828398725520767","0.017333984375","0.0126953125","0.017578125","1600","0.00024082534077348946","60","0","0.00024082534077348946","0.00024082534077348946","105:0.006733519132013005","105:660","0.017333984375","Yes"
"105","264.20807486961246","70.91082794057506","4.66173306121812","-0.31082105389102754","0.0697021484375","0.0986328125","0.040771484375","1600","0.00048285358495192576","60","0","0.00048285358495192576","0.00048285358495192576","106:0.008229312921533838","106:660","0.0697021484375","Yes"
"106","192.895430631206","185.60290441847434","4.923864181390457","-0.3069958315991505","0.025634765625","0.023681640625","0.027587890625","1600","0.00016119849053460814","60","0","0.00016119849053460814","0.00016119849053460814","93:0.0058043665567766856;107:0.005446992169256343","93:660;107:660","0.025634765625","Yes"
"107","222.60380489122016","167.9501310741833","4.964141487444534","-0.3060643246904622","0.0406494140625","0.026611328125","0.0546875","1600","0.00031710211443033596","60","0","0.00031710211443033596","0.00031710211443033596","108:0.00934666038884377","108:660","0.0406494140625","Yes"
"108","208.00220364901173","25.97251096612484","4.821886309093397","-0.2949420457953613","0.054931640625","0.05126953125","0.05859375","1600","0.0010581548912805818","60","0","0.0010581548912805818","0.0010581548912805818","","","0.054931640625","Yes"
