"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"84","229.2464384207537","333.2438798931596","0.0037841796875","0.004638671875","0.0029296875","2584","0.00017244390126897223","32","0.00017244390126897223","0","0.00017244390126897223","0.00017244390126897223","83:0.0014090871668114568;85:0.001625427556169623","83:68;85:68","83:0.001072692175632356;85:0.0013876535887184238","0.0037841796875","Yes"
"85","198.75243241464605","219.245121816753","0.01025390625","0.00439453125","0.01611328125","2584","0.00022498700042627664","32","0.00022498700042627664","0","0.00022498700042627664","0.00022498700042627664","77:0.0015403118990506837;86:0.0010065601833466054;84:0.001625427556169623","77:68;86:68;84:68","77:0.0015602831642449466;86:0.0012436315737994752;84:0.0013876535887184238","0.01025390625","Yes"
"86","254.59234455116487","285.5856871936446","0.0052490234375","0.004638671875","0.005859375","2584","0.000213888774369035","32","0.000213888774369035","0","0.000213888774369035","0.000213888774369035","85:0.0010065601833466054;87:0.0009571882384162289","85:68;87:68","85:0.0012436315737994752;87:0.001094083772585741","0.0052490234375","Yes"
"87","232.36342823575833","327.5109147046152","0.0037841796875","0.00341796875","0.004150390625","2584","0.00011717373984089104","32","0.00011717373984089104","0","0.00011717373984089104","0.00011717373984089104","86:0.0009571882384162289;88:0.0011232293096096468;97:0.0018817820404883334","86:68;88:68;97:68","86:0.001094083772585741;88:0.0009324487363452094;97:0.0009858821742293744","0.0037841796875","Yes"
"88","168.4806964187566","242.5884627622901","0.00732421875","0.008056640625","0.006591796875","2584","0.0000725271053737717","32","0.0000725271053737717","0","0.0000725271053737717","0.0000725271053737717","87:0.0011232293096096468;89:0.0013536518997959157","87:68;89:68","87:0.0009324487363452094;89:0.0013276101154130748","0.00732421875","Yes"
"89","105.22834130686014","127.84636824870351","0.0062255859375","0.007568359375","0.0048828125","2584","0.00022873268801224398","32","0.00022873268801224398","0","0.00022873268801224398","0.00022873268801224398","90:0.024593181551013782;88:0.0013536518997959157;78:0.009347068351010485","90:68;88:68;78:68","90:0.019259470152048014;88:0.0013276101154130748;78:0.006222509499762857","0.0062255859375","Yes"
"90","257.51282637255173","378.31948833126455","0.00830078125","0.015380859375","0.001220703125","2584","0.0001635212617438983","32","0.0001635212617438983","0","0.0001635212617438983","0.0001635212617438983","89:0.024593181551013782;91:0.0018331175268435917","89:68;91:84","89:0.019259470152048014;91:0.0027791480006355007","0.00830078125","Yes"
"91","242.28483600408256","325.8509022405502","0.0048828125","0.006591796875","0.003173828125","2584","0.00009713621194334535","32","0.00009713621194334535","0","0.00009713621194334535","0.00009713621194334535","98:0.0009210433263948103;90:0.0018331175268435917;92:0.00631674927153586","98:68;90:84;92:96","98:0.000936739716914492;90:0.0027791480006355007;92:0.0012489265265862859","0.0048828125","Yes"
"92","154.34377872527767","276.593777106797","0.0069580078125","0.01025390625","0.003662109375","2584","0.0002674838226762902","32","0.0002674838226762902","0","0.0002674838226762902","0.0002674838226762902","91:0.00631674927153586;93:0.002938849841712582","91:96;93:88","91:0.0012489265265862859;93:0.0029298438241607827","0.0069580078125","Yes"
"93","117.90326885949865","152.8683803413752","0.0068359375","0.00732421875","0.00634765625","2584","0.0001575358445015068","32","0.0001575358445015068","0","0.0001575358445015068","0.0001575358445015068","94:0.0010938720593269002;79:0.0011097517787166666;92:0.002938849841712582","94:68;79:68;92:88","94:0.0009797387442423977;79:0.0011446645259395594;92:0.0029298438241607827","0.0068359375","Yes"
"94","219.92824172015608","294.3693244693958","0.006103515625","0.007080078125","0.005126953125","2584","0.00009520692745073765","32","0.00009520692745073765","0","0.00009520692745073765","0.00009520692745073765","93:0.0010938720593269002;95:0.0009764331035752027","93:68;95:68","93:0.0009797387442423977;95:0.0013177703549986097","0.006103515625","Yes"
"95","332.7937587730777","529.7826672412334","0.005126953125","0.0087890625","0.00439453125","2584","0.00017331041923179975","32","0.00017331041923179975","0","0.00017331041923179975","0.00017331041923179975","99:0.008590137736499276;94:0.0009764331035752027","99:88;94:68","99:0.0030083403035744416;94:0.0013177703549986097","0.005126953125","Yes"
"96","212.23062182437334","343.5959318087851","0.0045166015625","0.005126953125","0.00390625","2584","0.00011087156239297975","32","0.00011087156239297975","0","0.00011087156239297975","0.00011087156239297975","83:0.0029846948217046865;103:0.0009342297344508699","83:68;103:68","83:0.001835877776751066;103:0.0011347390022364567","0.0045166015625","Yes"
"97","262.58949346304","397.78673675356004","0.0107421875","0.01171875","0.009765625","2584","0.0001100957408608605","32","0.0001100957408608605","0","0.0001100957408608605","0.0001100957408608605","87:0.0018817820404883334;107:0.0016660327917610296","87:68;107:68","87:0.0009858821742293744;107:0.0012374878016322144","0.0107421875","Yes"
"98","268.3946431713437","438.9021854910385","0.00439453125","0.00634765625","0.00244140625","2584","0.00010275616101203727","32","0.00010275616101203727","0","0.00010275616101203727","0.00010275616101203727","91:0.0009210433263948103;111:0.0013192544133426576","91:68;111:68","91:0.000936739716914492;111:0.0010972409640033765","0.00439453125","Yes"
"99","139.41203186960533","269.16100744541114","0.0028076171875","0.0048828125","0.000732421875","2584","0.00019826333440702633","32","0.00019826333440702633","0","0.00019826333440702633","0.00019826333440702633","115:0.020371421775382564;95:0.008590137736499276","115:96;95:88","115:0.009251090671071521;95:0.0030083403035744416","0.0028076171875","Yes"
"100","250.7938734647881","304.83462591834075","0.0030517578125","0.002685546875","0.00341796875","2584","0.0002182451416317686","32","0.0002182451416317686","0","0.0002182451416317686","0.0002182451416317686","101:0.0008775135326568317","101:68","101:0.0009298266834344149","0.0030517578125","Yes"
"101","334.5300031574267","361.57344721202344","0.0054931640625","0.00634765625","0.004638671875","2584","0.0001419088118274266","32","0.0001419088118274266","0","0.0001419088118274266","0.0001419088118274266","100:0.0008775135326568317;116:0.0014611800534743424;102:0.0008506589434083278","100:68;116:68;102:68","100:0.0009298266834344149;116:0.0019015408420685609;102:0.0009751377053849042","0.0054931640625","Yes"
"102","207.5810852087917","302.9528688390914","0.0052490234375","0.004150390625","0.00634765625","2584","0.00016800488411371139","32","0.00016800488411371139","0","0.00016800488411371139","0.00016800488411371139","101:0.0008506589434083278;103:0.0013651827387959614","101:68;103:68","101:0.0009751377053849042;103:0.001050568544419428","0.0052490234375","Yes"
"103","332.2340206905877","439.26788577901067","0.0045166015625","0.005126953125","0.00390625","2584","0.00007575469945634182","32","0.00007575469945634182","0","0.00007575469945634182","0.00007575469945634182","104:0.006661511222103872;96:0.0009342297344508699;102:0.0013651827387959614","104:68;96:68;102:68","104:0.006740365650142938;96:0.0011347390022364567;102:0.001050568544419428","0.0045166015625","Yes"
"104","203.798624883254","296.5271093598117","0.0048828125","0.005615234375","0.004150390625","2584","0.00020022238824679404","32","0.00020022238824679404","0","0.00020022238824679404","0.00020022238824679404","103:0.006661511222103872;105:0.0015542146376011645","103:68;105:68","103:0.006740365650142938;105:0.0014973269148357837","0.0048828125","Yes"
"105","212.99999332589033","146.79974717382822","0.006591796875","0.0048828125","0.00830078125","2584","0.00015596163518339886","32","0.00015596163518339886","0","0.00015596163518339886","0.00015596163518339886","104:0.0015542146376011645;106:0.0015762634501728934;117:0.002420693967060933","104:68;106:68;117:68","104:0.0014973269148357837;106:0.0015471124036291473;117:0.003923157577248204","0.006591796875","Yes"
"106","114.10596344674033","98.31792509961669","0.0155029296875","0.01611328125","0.014892578125","2584","0.0002044664255964107","32","0.0002044664255964107","0","0.0002044664255964107","0.0002044664255964107","107:0.001426269282043896;105:0.0015762634501728934","107:68;105:68","107:0.0018832298983531004;105:0.0015471124036291473","0.0155029296875","Yes"
"107","300.5169220287715","453.3657776144895","0.0062255859375","0.0068359375","0.005615234375","2584","0.00015518130177654386","32","0.00015518130177654386","0","0.00015518130177654386","0.00015518130177654386","106:0.001426269282043896;108:0.0020270735021145347;97:0.0016660327917610296","106:68;108:68;97:68","106:0.0018832298983531004;108:0.002029573613105684;97:0.0012374878016322144","0.0062255859375","Yes"
"108","194.96240679768098","270.85315712294255","0.0098876953125","0.010498046875","0.00927734375","2584","0.00019089474301696143","32","0.00019089474301696143","0","0.00019089474301696143","0.00019089474301696143","107:0.0020270735021145347;109:0.006120638080770013","107:68;109:68","107:0.002029573613105684;109:0.005889295741329403","0.0098876953125","Yes"
"109","244.2152704100044","348.6293569998201","0.008056640625","0.0078125","0.00830078125","2584","0.0003692746338410465","32","0.0003692746338410465","0","0.0003692746338410465","0.0003692746338410465","108:0.006120638080770013;110:0.09424771202633675;118:0.003471859793731019","108:68;110:68;118:68","108:0.005889295741329403;110:0.14449648358305178;118:0.0035162902885461367","0.008056640625","Yes"
"110","200.2215767819639","265.2647812048532","0.00537109375","0.009033203125","0.001708984375","2584","0.00028565575369762975","32","0.00028565575369762975","0","0.00028565575369762975","0.00028565575369762975","109:0.09424771202633675;111:0.0024656502182172635","109:68;111:68","109:0.14449648358305178;111:0.0017127280180781468","0.00537109375","Yes"
"111","324.8741614432824","505.27445462585445","0.00634765625","0.008544921875","0.004150390625","2584","0.0000660088220802604","32","0.0000660088220802604","0","0.0000660088220802604","0.0000660088220802604","112:0.001297799433052027;110:0.0024656502182172635;98:0.0013192544133426576","112:68;110:68;98:68","112:0.001391918677744547;110:0.0017127280180781468;98:0.0010972409640033765","0.00634765625","Yes"
"112","118.16954216316759","81.54589073884961","0.0084228515625","0.01416015625","0.00634765625","2584","0.00028582341704316014","32","0.00028582341704316014","0","0.00028582341704316014","0.00028582341704316014","111:0.001297799433052027;113:0.0019324750414301262","111:68;113:84","111:0.001391918677744547;113:0.0014653841837379278","0.0084228515625","Yes"
"113","272.35378942686833","376.12942778573375","0.0045166015625","0.00244140625","0.006591796875","2584","0.00009592142118244479","32","0.00009592142118244479","0","0.00009592142118244479","0.00009592142118244479","119:0.0027704715639755295;112:0.0019324750414301262;114:0.0009662563185366124","119:68;112:84;114:88","119:0.002637251588435058;112:0.0014653841837379278;114:0.0013872510571304453","0.0045166015625","Yes"
"114","268.1629475818556","423.12455237668445","0.0054931640625","0.00439453125","0.006591796875","2584","0.00024296277101278462","32","0.00024296277101278462","0","0.00024296277101278462","0.00024296277101278462","115:0.000980307591232743;113:0.0009662563185366124","115:68;113:88","115:0.0010575848120415732;113:0.0013872510571304453","0.0054931640625","Yes"
"115","139.68942916763325","173.45808636698402","0.00537109375","0.0087890625","0.001953125","2584","0.0002814177159538429","32","0.0002814177159538429","0","0.0002814177159538429","0.0002814177159538429","99:0.020371421775382564;114:0.000980307591232743","99:96;114:68","99:0.009251090671071521;114:0.0010575848120415732","0.00537109375","Yes"
"116","86.94415863500349","129.423149960554","0.003662109375","0.005859375","0.00146484375","2584","0.00018378442891885225","32","0.00018378442891885225","0","0.00018378442891885225","0.00018378442891885225","101:0.0014611800534743424;121:0.0011364732411085487","101:68;121:68","101:0.0019015408420685609;121:0.0011359787205477145","0.003662109375","Yes"
"117","230.17004973276963","253.80064981772506","0.0072021484375","0.006103515625","0.00830078125","2584","0.00023460995545823859","32","0.00023460995545823859","0","0.00023460995545823859","0.00023460995545823859","105:0.002420693967060933;125:0.0013480762911036726","105:68;125:68","105:0.003923157577248204;125:0.001511535980488865","0.0072021484375","Yes"
"118","255.6990701374614","378.39919713647447","0.0042724609375","0.00439453125","0.004150390625","2584","0.00013102816391496146","32","0.00013102816391496146","0","0.00013102816391496146","0.00013102816391496146","109:0.003471859793731019;129:0.002258821550578771","109:68;129:68","109:0.0035162902885461367;129:0.0016297515441710264","0.0042724609375","Yes"
"119","212.21864295389892","283.4310341001253","0.00927734375","0.00634765625","0.01220703125","2584","0.0005565689578590727","32","0.0005565689578590727","0","0.0005565689578590727","0.0005565689578590727","113:0.0027704715639755295;133:0.001993707484012175","113:68;133:68","113:0.002637251588435058;133:0.0029892194357531987","0.00927734375","Yes"
"120","284.9133424280629","299.3093946235595","0.0316162109375","0.01123046875","0.052001953125","2584","0.0002028521260093089","32","0.0002028521260093089","0","0.0002028521260093089","0.0002028521260093089","121:0.0012866957096021592","121:108","","0.0316162109375","Yes"
"121","274.28144909845736","154.2122917691542","0.038818359375","0.056396484375","0.021240234375","2584","0.00029270830717262715","32","0.00029270830717262715","0","0.00029270830717262715","0.00029270830717262715","120:0.0012866957096021592;122:0.0015776137071794316;116:0.0011364732411085487","120:108;122:68;116:68","122:0.0019982909354175904;116:0.0011359787205477145","0.038818359375","Yes"
"122","312.5102945864726","208.71036151605625","0.0224609375","0.022705078125","0.022216796875","2584","0.00010202324101285428","32","0.00010202324101285428","0","0.00010202324101285428","0.00010202324101285428","121:0.0015776137071794316;123:0.0013628929743544071","121:68;123:68","121:0.0019982909354175904;123:0.0010953388500274663","0.0224609375","Yes"
"123","290.0087591329349","227.67074737784193","0.0126953125","0.0126953125","0.0126953125","2584","0.0002575705081575071","32","0.0002575705081575071","0","0.0002575705081575071","0.0002575705081575071","136:0.005519426391510818;124:0.0013168881432402968;122:0.0013628929743544071","136:68;124:68;122:68","136:0.0040187048525544;124:0.001175361013106363;122:0.0010953388500274663","0.0126953125","Yes"
"124","233.29915577845443","287.105598054788","0.0115966796875","0.01318359375","0.010009765625","2584","0.00015469894454088438","32","0.00015469894454088438","0","0.00015469894454088438","0.00015469894454088438","123:0.0013168881432402968;125:0.001074817053238225","123:68;125:68","123:0.001175361013106363;125:0.0013498097154812927","0.0115966796875","Yes"
"125","261.95759223876144","309.56761882688505","0.0062255859375","0.0048828125","0.007568359375","2584","0.00036051400294090754","32","0.00036051400294090754","0","0.00036051400294090754","0.00036051400294090754","117:0.0013480762911036726;124:0.001074817053238225;126:0.001108971066576231","117:68;124:68;126:68","117:0.001511535980488865;124:0.0013498097154812927;126:0.0011440113407258923","0.0062255859375","Yes"
"126","267.1485424699171","441.8952284071756","0.00830078125","0.005615234375","0.010986328125","2584","0.0001606022476114277","32","0.0001606022476114277","0","0.0001606022476114277","0.0001606022476114277","127:0.001031705887441059;125:0.001108971066576231","127:68;125:68","127:0.0010097912947287235;125:0.0011440113407258923","0.00830078125","Yes"
"127","190.75900962372106","228.66733791402854","0.00732421875","0.007568359375","0.007080078125","2584","0.00043813614418006854","32","0.00043813614418006854","0","0.00043813614418006854","0.00043813614418006854","126:0.001031705887441059;128:0.003302506414928824;137:0.001023497053519451","126:68;128:68;137:68","126:0.0010097912947287235;128:0.0024967061821511705;137:0.0015039955460371957","0.00732421875","Yes"
"128","281.1358676312016","281.15234689542405","0.00830078125","0.004638671875","0.011962890625","2584","0.00013509652079099217","32","0.00013509652079099217","0","0.00013509652079099217","0.00013509652079099217","127:0.003302506414928824;129:0.0009430554232717214","127:68;129:68","127:0.0024967061821511705;129:0.0010024611305990416","0.00830078125","Yes"
"129","222.99369110883708","224.6007827529728","0.0079345703125","0.01025390625","0.008056640625","2584","0.0003750528354934925","32","0.0003750528354934925","0","0.0003750528354934925","0.0003750528354934925","130:0.0009458039996935175;128:0.0009430554232717214;118:0.002258821550578771","130:68;128:68;118:68","130:0.0011199306543871745;128:0.0010024611305990416;118:0.0016297515441710264","0.0079345703125","Yes"
"130","270.7993769705239","324.80715133092195","0.00634765625","0.005126953125","0.007568359375","2584","0.00017860646287188832","32","0.00017860646287188832","0","0.00017860646287188832","0.00017860646287188832","129:0.0009458039996935175;131:0.0015110573937148208","129:68;131:68","129:0.0011199306543871745;131:0.001082939850327841","0.00634765625","Yes"
"131","284.3310413241155","338.15787001967334","0.0284423828125","0.04150390625","0.015380859375","2584","0.0007238350300065667","32","0.0007238350300065667","0","0.0007238350300065667","0.0007238350300065667","138:0.002151514968183582;130:0.0015110573937148208;132:0.0016499834024314985","138:68;130:68;132:68","138:0.0019350838720320895;130:0.001082939850327841;132:0.00198059555165106","0.0284423828125","Yes"
"132","205.83302901136332","264.2047803660588","0.003662109375","0.0048828125","0.00244140625","2584","0.00014176100609028115","32","0.00014176100609028115","0","0.00014176100609028115","0.00014176100609028115","133:0.0012481464661998343;131:0.0016499834024314985","133:68;131:68","133:0.001987006257760854;131:0.00198059555165106","0.003662109375","Yes"
"133","342.7678116071156","312.75954684772597","0.0128173828125","0.006591796875","0.01904296875","2584","0.0002102836069143288","32","0.0002102836069143288","0","0.0002102836069143288","0.0002102836069143288","132:0.0012481464661998343;134:0.0009322679321694116;119:0.001993707484012175","132:68;134:68;119:68","132:0.001987006257760854;134:0.001083856277288825;119:0.0029892194357531987","0.0128173828125","Yes"
"134","283.69415743948076","310.6685552377763","0.03076171875","0.02783203125","0.03369140625","2584","0.00016862176548046575","32","0.00016862176548046575","0","0.00016862176548046575","0.00016862176548046575","133:0.0009322679321694116;135:0.0011631112937681432","133:68;135:68","133:0.001083856277288825;135:0.0008584955357281432","0.03076171875","Yes"
"135","298.6627965649271","380.13838521327085","0.0047607421875","0.004638671875","0.0048828125","2584","0.00009834363739366633","32","0.00009834363739366633","0","0.00009834363739366633","0.00009834363739366633","134:0.0011631112937681432;139:0.0014347068641518967","134:68;139:68","134:0.0008584955357281432;139:0.0009451855946544241","0.0047607421875","Yes"
"136","254.74608976741186","233.48283690550986","0.005126953125","0.007080078125","0.003173828125","2584","0.0001932566729738564","32","0.0001932566729738564","0","0.0001932566729738564","0.0001932566729738564","123:0.005519426391510818;143:0.0012498590037631763","123:68;143:68","123:0.0040187048525544;143:0.0012294098417622856","0.005126953125","Yes"
"137","276.7780425510643","477.5226121813522","0.0885009765625","0.0830078125","0.093994140625","2584","0.00011412220908911881","32","0.00011412220908911881","0","0.00011412220908911881","0.00011412220908911881","147:0.0012428860032146216;127:0.001023497053519451","147:68;127:68","147:0.0009326036905681623;127:0.0015039955460371957","0.0885009765625","Yes"
"138","280.5249697864843","424.86618490140506","0.0150146484375","0.017578125","0.012451171875","2584","0.00023921729609555125","32","0.00023921729609555125","0","0.00023921729609555125","0.00023921729609555125","151:0.0009640968877252798;131:0.002151514968183582","151:76;131:68","151:0.0009925059689750715;131:0.0019350838720320895","0.0150146484375","Yes"
"139","238.55291643790295","278.79946610230866","0.010009765625","0.009765625","0.01025390625","2584","0.00012202291186068893","32","0.00012202291186068893","0","0.00012202291186068893","0.00012202291186068893","155:0.0009297068938406705;135:0.0014347068641518967","155:68;135:68","155:0.0008092119468020298;135:0.0009451855946544241","0.010009765625","Yes"
"140","273.3610829265882","486.62742995376425","0.0284423828125","0.022705078125","0.0341796875","2584","0.00010413980966337987","32","0.00010413980966337987","0","0.00010413980966337987","0.00010413980966337987","141:0.0008641385319327066","141:68","141:0.0017592331149786367","0.0284423828125","Yes"
"141","297.05402971034385","277.2210296554924","0.0169677734375","0.013427734375","0.0205078125","2584","0.00018585624885850304","32","0.00018585624885850304","0","0.00018585624885850304","0.00018585624885850304","140:0.0008641385319327066;142:0.0008538102586103657","140:68;142:68","140:0.0017592331149786367;142:0.000796794337191209","0.0169677734375","Yes"
"142","221.48181610947387","248.97316344186436","0.0186767578125","0.017822265625","0.01953125","2584","0.00027642498851681045","32","0.00027642498851681045","0","0.00027642498851681045","0.00027642498851681045","143:0.0014495432186152069;141:0.0008538102586103657","143:68;141:68","143:0.0010310779986536789;141:0.000796794337191209","0.0186767578125","Yes"
"143","291.295933964782","287.1680154703739","0.007080078125","0.0068359375","0.00732421875","2584","0.0001221271892378652","32","0.0001221271892378652","0","0.0001221271892378652","0.0001221271892378652","142:0.0014495432186152069;144:0.0017630842052367424;136:0.0012498590037631763","142:68;144:68;136:68","142:0.0010310779986536789;144:0.0010594698711367256;136:0.0012294098417622856","0.007080078125","Yes"
"144","167.3120168955919","209.308797092013","0.0072021484375","0.0078125","0.006591796875","2584","0.00019134062380087263","32","0.00019134062380087263","0","0.00019134062380087263","0.00019134062380087263","145:0.0012205502927660206;143:0.0017630842052367424","145:68;143:68","145:0.0010367172557032567;143:0.0010594698711367256","0.0072021484375","Yes"
"145","261.06438231597303","255.48827816409212","0.01904296875","0.027587890625","0.010498046875","2584","0.00013548638872951083","32","0.00013548638872951083","0","0.00013548638872951083","0.00013548638872951083","144:0.0012205502927660206;146:0.008935781049021124","144:68;146:80","144:0.0010367172557032567;146:0.002871864675897756","0.01904296875","Yes"
"146","120.47649512281582","178.06915166469747","0.082275390625","0.08544921875","0.078369140625","2584","0.0009303398365365345","32","0.0009303398365365345","0","0.0009303398365365345","0.0009303398365365345","145:0.008935781049021124;147:0.0031332299808641273","145:80;147:68","145:0.002871864675897756;147:0.001827122406738324","0.082275390625","Yes"
"147","85.90098829452596","101.7277912521544","0.0081787109375","0.0087890625","0.007568359375","2584","0.0002645687705264888","32","0.0002645687705264888","0","0.0002645687705264888","0.0002645687705264888","148:0.0025830062642647755;137:0.0012428860032146216;146:0.0031332299808641273","148:68;137:68;146:68","148:0.001670091701720916;137:0.0009326036905681623;146:0.001827122406738324","0.0081787109375","Yes"
"148","231.2873101394391","367.564084293776","0.010009765625","0.0126953125","0.00732421875","2584","0.00011482079573796246","32","0.00011482079573796246","0","0.00011482079573796246","0.00011482079573796246","147:0.0025830062642647755;149:0.0024106117450002074","147:68;149:68","147:0.001670091701720916;149:0.001344626130356491","0.010009765625","Yes"
"149","360.2591014414384","294.2782914778411","0.013916015625","0.013916015625","0.013916015625","2584","0.00019894795069840633","32","0.00019894795069840633","0","0.00019894795069840633","0.00019894795069840633","148:0.0024106117450002074","150:84;148:68","148:0.001344626130356491","0.013916015625","Yes"
"150","274.6086703653964","278.44323725423743","0.0120849609375","0.00634765625","0.017822265625","2584","0.00033165053829272985","32","0.00033165053829272985","0","0.00033165053829272985","0.00033165053829272985","151:0.0008366857625458635","149:84;151:68","151:0.0010248771915105093","0.0120849609375","Yes"
"151","383.4946886965548","303.10163799547684","0.0052490234375","0.006103515625","0.00439453125","2584","0.00007799081333894432","32","0.00007799081333894432","0","0.00007799081333894432","0.00007799081333894432","138:0.0009640968877252798;152:0.000871100135072661;150:0.0008366857625458635","138:76;152:68;150:68","138:0.0009925059689750715;152:0.0007804652433547887;150:0.0010248771915105093","0.0052490234375","Yes"
"152","340.6010765712828","408.61098475376986","0.0177001953125","0.00341796875","0.031982421875","2584","0.00024535249931432145","32","0.00024535249931432145","0","0.00024535249931432145","0.00024535249931432145","151:0.000871100135072661;153:0.0020573168386632257","151:68;153:68","151:0.0007804652433547887;153:0.0017642941277830615","0.0177001953125","Yes"
"153","366.1734436398213","480.2572019388075","0.0047607421875","0.003662109375","0.005859375","2584","0.00010096691875185707","32","0.00010096691875185707","0","0.00010096691875185707","0.00010096691875185707","152:0.0020573168386632257;154:0.0008076663035025966","152:68;154:88","152:0.0017642941277830615;154:0.0012458474312475043","0.0047607421875","Yes"
"154","274.7292246849792","276.6861989612654","0.0057373046875","0.0048828125","0.006591796875","2584","0.00015364749094498183","32","0.00015364749094498183","0","0.00015364749094498183","0.00015364749094498183","153:0.0008076663035025966;155:0.00117774856920827","153:88;155:68","153:0.0012458474312475043;155:0.0009210433344249702","0.0057373046875","Yes"
"155","226.47342031426948","239.78802654231524","0.00341796875","0.00390625","0.0029296875","2584","0.00012097888990837059","32","0.00012097888990837059","0","0.00012097888990837059","0.00012097888990837059","139:0.0009297068938406705;154:0.00117774856920827","139:68;154:68","139:0.0008092119468020298;154:0.0009210433344249702","0.00341796875","Yes"
