"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","ECR error","Gate length (ns)","MEASURE error","Operational"
"103","136.31542531386395","81.25114819713045","4.8380176893908535","-0.30837309010514524","0.02001953125","0.020263671875","0.019775390625","1500","0.0005546934115827333","60","0","0.0005546934115827333","0.0005546934115827333","102:0.013477452244396476","102:660","0.02001953125","Yes"
"104","129.40604459995603","139.80553612983064","4.942438997507348","-0.3078472368684161","0.020751953125","0.025390625","0.02099609375","1500","0.00046920876514635154","60","0","0.00046920876514635154","0.00046920876514635154","111:0.029541053895663832;103:0.042238726689739714","111:660;103:660","0.020751953125","Yes"
"105","207.29975160490292","124.86616719554873","4.7869432270836505","-0.30895177408747826","0.02099609375","0.019775390625","0.022216796875","1500","0.0002789417385584335","60","0","0.0002789417385584335","0.0002789417385584335","104:0.013838395147537569","104:660","0.02099609375","Yes"
"106","254.8027874476655","164.41753194180015","4.956701104323059","-0.3075181097901725","0.016357421875","0.016845703125","0.015869140625","1500","0.00017586935503758277","60","0","0.00017586935503758277","0.00017586935503758277","105:0.00593232826884002","105:660","0.016357421875","Yes"
"107","180.3008045626318","162.5858720432238","5.005803953506442","-0.3056479660049947","0.052978515625","0.0458984375","0.06005859375","1500","0.0003135048922718573","60","0","0.0003135048922718573","0.0003135048922718573","106:0.005748769519188873;108:0.0058941277865059705","106:660;108:660","0.052978515625","Yes"
"108","222.5834504969622","191.22905382114362","4.79424148689999","-0.3088561745150068","0.0164794921875","0.01513671875","0.017822265625","1500","0.0001843738965777603","60","0","0.0001843738965777603","0.0001843738965777603","112:0.0060480428045806","112:660","0.0164794921875","Yes"
"109","213.0223056990213","152.82013710211865","4.805628405284672","-0.30824108766644553","0.105712890625","0.107177734375","0.104248046875","1500","0.00017632170282944518","60","0","0.00017632170282944518","0.00017632170282944518","","","0.105712890625","Yes"
"110","279.00993953225867","51.14128529647675","4.872746177442135","-0.3082636760863272","0.0653076171875","0.04296875","0.087646484375","1500","0.00034258814691456933","60","0","0.00034258814691456933","0.00034258814691456933","100:0.006899961362672152","100:660","0.0653076171875","Yes"
"111","141.85317618727763","158.46565609840098","4.832441934127719","-0.3095020539566623","0.0263671875","0.025390625","0.02734375","1500","0.0003584882100158451","60","0","0.0003584882100158451","0.0003584882100158451","","","0.0263671875","Yes"
"112","253.4913182194732","96.92353777460198","4.979731013758034","-0.30591220912703776","0.0291748046875","0.02392578125","0.034423828125","1500","0.0002326460646979769","60","0","0.0002326460646979769","0.0002326460646979769","","","0.0291748046875","Yes"
"113","319.5970387754231","314.987209934361","4.931574846231246","-0.30760719669495157","0.0343017578125","0.017822265625","0.05078125","1500","0.0003593661640964398","60","0","0.0003593661640964398","0.0003593661640964398","114:0.007978409027637051","114:660","0.0343017578125","Yes"
"114","268.05418732486726","163.97533881014124","4.686167892312889","-0.3120220422566134","0.0574951171875","0.047607421875","0.0673828125","1500","0.00041080841591008337","60","0","0.00041080841591008337","0.00041080841591008337","109:0.006613851236869334","109:660","0.0574951171875","Yes"
"115","282.469080496841","22.623657239665082","4.6485762603854495","-0.30685615667485494","0.0211181640625","0.02294921875","0.019287109375","1500","0.0004941907971908544","60","0","0.0004941907971908544","0.0004941907971908544","114:0.012225798042739544;116:0.014190151622131553","114:660;116:660","0.0211181640625","Yes"
"116","296.821650241553","129.3918400673598","4.8493108926917925","-0.3085967429831534","0.0147705078125","0.012939453125","0.0166015625","1500","0.0003196917074414869","60","0","0.0003196917074414869","0.0003196917074414869","","","0.0147705078125","Yes"
"117","190.67245530829675","45.32725875270476","4.733890350501676","-0.3095389782193282","0.0528564453125","0.05419921875","0.051513671875","1500","0.0008350225498153512","60","0","0.0008350225498153512","0.0008350225498153512","116:0.018203227012009354;118:0.012108479718159898","116:660;118:660","0.0528564453125","Yes"
"118","122.92736335872088","131.52976252140093","4.9712018920066905","-0.30737065062682006","0.009521484375","0.01025390625","0.0087890625","1500","0.0004574213938088822","60","0","0.0004574213938088822","0.0004574213938088822","110:0.008316195041986801","110:660","0.009521484375","Yes"
"119","153.10581466188896","151.093254561368","4.795290234493825","-0.31032583482481924","0.02685546875","0.015869140625","0.037841796875","1500","0.0005278363980485694","60","0","0.0005278363980485694","0.0005278363980485694","118:0.011549643469107251;120:0.01817187235350179","118:660;120:660","0.02685546875","Yes"
"120","249.07384511408102","118.96293984293852","4.890847180676007","-0.3080506956471812","0.0135498046875","0.01025390625","0.016845703125","1500","0.00027868488204792457","60","0","0.00027868488204792457","0.00027868488204792457","121:0.005220581508826483","121:660","0.0135498046875","Yes"
"121","281.35268288598775","183.09258987485725","4.809577783938181","-0.30903074262098584","0.0118408203125","0.01513671875","0.009033203125","1500","0.00023364383186532588","60","0","0.00023364383186532588","0.00023364383186532588","","","0.0118408203125","Yes"
"122","207.57674837712435","174.22620728039806","4.9401402389788","-0.30708715777815115","0.0245361328125","0.0224609375","0.026611328125","1500","0.0003289522969151342","60","0","0.0003289522969151342","0.0003289522969151342","121:0.011168986181849555;123:0.013234298895086732;111:0.006564260979485259","121:660;123:660;111:660","0.0245361328125","Yes"
"123","322.0230122708311","241.16443701042252","4.751380100942317","","0.01171875","0.012939453125","0.010498046875","1500","0.0008139507536916933","60","0","0.0008139507536916933","0.0008139507536916933","","","0.01171875","Yes"
"124","72.30910758292717","52.776110062437866","4.972126817029013","-0.3063924314308236","0.0950927734375","0.05859375","0.131591796875","1500","","60","0","","","","123:660;125:660","0.0950927734375","Yes"
"125","272.0843752949431","222.95937087313462","4.779385356125731","-0.245750289306856","0.021484375","0.01904296875","0.02392578125","1500","0.00016871123942576726","60","0","0.00016871123942576726","0.00016871123942576726","126:0.008833774436219216","126:660","0.021484375","Yes"
"126","114.41033005450123","113.98606328188205","4.892027248299367","-0.3077565379213146","0.021728515625","0.017822265625","0.025634765625","1500","0.0022367560549662584","60","0","0.0022367560549662584","0.0022367560549662584","112:0.010127125240235929","112:660","0.021728515625","Yes"
