"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","Gate length (ns)","CZ error","RZZ error","MEASURE error","Operational"
"83","110.60941312795364","132.54444007319054","0.2296142578125","0.212890625","0.246337890625","1560","0.0002858743828373713","24","0.0002858743828373713","0","0.0002858743828373713","0.0002858743828373713","96:68;82:68;84:68","96:0.0033917798982625036;82:0.003413679822160509;84:0.0017004978056320286","96:0.002558091283450886;82:0.0026230871922861554;84:0.002284213697366727","0.2296142578125","Yes"
"84","81.76170797815509","84.75869934758106","0.0057373046875","0.0078125","0.003662109375","1560","0.000200000355913302","24","0.000200000355913302","0","0.000200000355913302","0.000200000355913302","83:68;85:68","83:0.0017004978056320286;85:0.0036311962475451542","83:0.002284213697366727;85:0.002874222065405607","0.0057373046875","Yes"
"85","181.02563748854323","38.14878943320041","0.01513671875","0.018310546875","0.011962890625","1560","0.0004151951749582363","24","0.0004151951749582363","0","0.0004151951749582363","0.0004151951749582363","77:68;86:68;84:68","77:0.003916605366650616;86:0.003971858839374953;84:0.0036311962475451542","77:0.003522551990596673;86:0.0033313362395809842;84:0.002874222065405607","0.01513671875","Yes"
"86","210.6344843652732","103.64328731529629","0.009765625","0.008544921875","0.010986328125","1560","0.00021637766304357666","24","0.00021637766304357666","0","0.00021637766304357666","0.00021637766304357666","85:68;87:68","85:0.003971858839374953;87:0.0022243646079579404","85:0.0033313362395809842;87:0.0017477738511016694","0.009765625","Yes"
"87","94.22759451721234","97.28171012555526","0.0728759765625","0.074951171875","0.07080078125","1560","0.00023155220431189875","24","0.00023155220431189875","0","0.00023155220431189875","0.00023155220431189875","86:68;88:68;97:68","86:0.0022243646079579404;88:0.002247089762059784;97:0.0028352864327475247","86:0.0017477738511016694;88:0.0019415386411569535;97:0.0024960691690083525","0.0728759765625","Yes"
"88","147.82822955646503","201.6649432404196","0.01171875","0.013427734375","0.010009765625","1560","0.0003996613173991116","24","0.0003996613173991116","0","0.0003996613173991116","0.0003996613173991116","87:68;89:68","87:0.002247089762059784;89:0.0024034092962581244","87:0.0019415386411569535;89:0.0020352911731784107","0.01171875","Yes"
"89","90.22172049687396","67.40567196398958","0.0228271484375","0.025634765625","0.02001953125","1560","0.00029813180623775937","24","0.00029813180623775937","0","0.00029813180623775937","0.00029813180623775937","90:68;88:68;78:68","90:0.003034026967384418;88:0.0024034092962581244;78:0.003264669806730097","90:0.002268047877142021;88:0.0020352911731784107;78:0.0027366608668094317","0.0228271484375","Yes"
"90","144.381320041114","142.87298925863615","0.0062255859375","0.00732421875","0.005126953125","1560","0.00020775095664498616","24","0.00020775095664498616","0","0.00020775095664498616","0.00020775095664498616","89:68;91:68","89:0.003034026967384418;91:0.0024811133690347265","89:0.002268047877142021;91:0.002815244217887869","0.0062255859375","Yes"
"91","162.8977961269175","20.30634359209373","0.078369140625","0.073486328125","0.083251953125","1560","0.0002960594580100471","24","0.0002960594580100471","0","0.0002960594580100471","0.0002960594580100471","98:68;90:68;92:68","98:0.0016087520435734415;90:0.0024811133690347265;92:0.0022082594265472044","98:0.0018783533539921127;90:0.002815244217887869;92:0.00210258825261192","0.078369140625","Yes"
"92","141.26750677881685","190.25263791112673","0.0101318359375","0.017333984375","0.0029296875","1560","0.00039262347609362593","24","0.00039262347609362593","0","0.00039262347609362593","0.00039262347609362593","91:68;93:68","91:0.0022082594265472044;93:0.002061200998687257","91:0.00210258825261192;93:0.002149428947003623","0.0101318359375","Yes"
"93","152.59197332939587","141.07701295700204","0.02294921875","0.02880859375","0.01708984375","1560","0.0006899846584221386","24","0.0006899846584221386","0","0.0006899846584221386","0.0006899846584221386","94:68;79:68;92:68","94:0.002607426684784281;79:0.002640263312711777;92:0.002061200998687257","94:0.0026330981849851387;79:0.002517217339459782;92:0.002149428947003623","0.02294921875","Yes"
"94","144.41636231197296","67.17004969822683","0.006591796875","0.007568359375","0.005615234375","1560","0.00028296441284847364","24","0.00028296441284847364","0","0.00028296441284847364","0.00028296441284847364","93:68;95:68","93:0.002607426684784281;95:0.0029178871191835876","93:0.0026330981849851387;95:0.00229834280872121","0.006591796875","Yes"
"95","152.6893161426223","170.04972770827524","0.010986328125","0.0087890625","0.00634765625","1560","0.00023062572452499277","24","0.00023062572452499277","0","0.00023062572452499277","0.00023062572452499277","99:68;94:68","99:0.0026568817190935345;94:0.0029178871191835876","94:0.00229834280872121","0.010986328125","Yes"
"96","122.8500824745866","128.89212436846307","0.0079345703125","0.01171875","0.004150390625","1560","0.0002730565431616059","24","0.0002730565431616059","0","0.0002730565431616059","0.0002730565431616059","83:68;103:68","83:0.0033917798982625036;103:0.009644478439782556","83:0.002558091283450886;103:0.003421615719590626","0.0079345703125","Yes"
"97","106.93847861583662","135.3519886039732","0.00830078125","0.01025390625","0.00634765625","1560","0.00033283351055668405","24","0.00033283351055668405","0","0.00033283351055668405","0.00033283351055668405","87:68;107:68","87:0.0028352864327475247;107:0.0022012549917152235","87:0.0024960691690083525;107:0.002198414548572447","0.00830078125","Yes"
"98","112.55981840622425","17.89407196253547","0.0120849609375","0.013671875","0.010498046875","1560","0.0002490526317842431","24","0.0002490526317842431","0","0.0002490526317842431","0.0002490526317842431","91:68;111:68","91:0.0016087520435734415;111:0.0027584304966690454","91:0.0018783533539921127;111:0.0029859308491067826","0.0120849609375","Yes"
"99","71.1997637314204","27.75173238885987","0.0252685546875","0.034423828125","0.01611328125","1560","0.00020495375869517777","24","0.00020495375869517777","0","0.00020495375869517777","0.00020495375869517777","115:68;95:68","115:0.00205682261659329;95:0.0026568817190935345","","0.0252685546875","Yes"
"100","135.87964025682788","27.71111909064186","0.018310546875","0.01953125","0.01708984375","1560","0.0008783901284738873","24","0.0008783901284738873","0","0.0008783901284738873","0.0008783901284738873","101:68","101:0.0030849724261775846","101:0.004035344680647646","0.018310546875","Yes"
"101","164.40045433282063","178.13216306916806","0.0631103515625","0.070068359375","0.05615234375","1560","0.0003186671421857781","24","0.0003186671421857781","0","0.0003186671421857781","0.0003186671421857781","100:68;116:68;102:68","100:0.0030849724261775846;116:0.0022356782098128802;102:0.004000717927882369","100:0.004035344680647646;116:0.001973090097669744;102:0.009513574487921173","0.0631103515625","Yes"
"102","71.45824308881386","56.59706123590972","0.0224609375","0.033203125","0.01171875","1560","0.00042135819344957514","24","0.00042135819344957514","0","0.00042135819344957514","0.00042135819344957514","101:68;103:88","101:0.004000717927882369","101:0.009513574487921173","0.0224609375","Yes"
"103","130.50791140478478","105.7780858250817","0.0164794921875","0.0224609375","0.010498046875","1560","0.00034344336416925527","24","0.00034344336416925527","0","0.00034344336416925527","0.00034344336416925527","104:68;96:68;102:88","104:0.008162171584585404;96:0.009644478439782556","104:0.003505038233248464;96:0.003421615719590626","0.0164794921875","Yes"
"104","58.05772314978718","49.58345122921882","0.010009765625","0.012939453125","0.007080078125","1560","0.0001609073822129284","24","0.0001609073822129284","0","0.0001609073822129284","0.0001609073822129284","103:68;105:68","103:0.008162171584585404;105:0.002324101463456657","103:0.003505038233248464;105:0.002352063318602632","0.010009765625","Yes"
"105","184.70089416345314","111.94285246159485","0.0208740234375","0.029052734375","0.0126953125","1560","0.0002487421573786339","24","0.0002487421573786339","0","0.0002487421573786339","0.0002487421573786339","104:68;106:68;117:68","104:0.002324101463456657;106:0.0020545632479564424;117:0.0022398984191622784","104:0.002352063318602632;106:0.002151643514545387;117:0.002601622484265237","0.0208740234375","Yes"
"106","133.16057834962794","161.4214160773471","0.0078125","0.01025390625","0.00537109375","1560","0.00025978986371696017","24","0.00025978986371696017","0","0.00025978986371696017","0.00025978986371696017","107:68;105:68","107:0.002214928291875251;105:0.0020545632479564424","107:0.0035446518314167785;105:0.002151643514545387","0.0078125","Yes"
"107","81.52060743693512","22.575249408215132","0.01318359375","0.0185546875","0.0078125","1560","0.0003932545858526038","24","0.0003932545858526038","0","0.0003932545858526038","0.0003932545858526038","106:68;108:68;97:68","106:0.002214928291875251;108:0.002078497704231519;97:0.0022012549917152235","106:0.0035446518314167785;108:0.002342651042610777;97:0.002198414548572447","0.01318359375","Yes"
"108","159.72175196512916","150.40720152632136","0.0164794921875","0.01708984375","0.015869140625","1560","0.00044033056891071715","24","0.00044033056891071715","0","0.00044033056891071715","0.00044033056891071715","107:68;109:68","107:0.002078497704231519;109:0.0022537409149582244","107:0.002342651042610777;109:0.0022951560076817368","0.0164794921875","Yes"
"109","204.69921231269495","72.6919623653839","0.015625","0.018798828125","0.012451171875","1560","0.0002712546081963273","24","0.0002712546081963273","0","0.0002712546081963273","0.0002712546081963273","108:68;110:68;118:68","108:0.0022537409149582244;110:0.002295223159181098;118:0.003051310041923022","108:0.0022951560076817368;110:0.0024960996167455174;118:0.002334868423164299","0.015625","Yes"
"110","86.71481565304725","90.1362573380418","0.010009765625","0.01416015625","0.005859375","1560","0.00030389106087480003","24","0.00030389106087480003","0","0.00030389106087480003","0.00030389106087480003","109:68;111:68","109:0.002295223159181098;111:0.0026127370449307297","109:0.0024960996167455174;111:0.003195835246678852","0.010009765625","Yes"
"111","149.5342857978214","87.20318067301766","0.0452880859375","0.0478515625","0.042724609375","1560","0.0003466579496194446","24","0.0003466579496194446","0","0.0003466579496194446","0.0003466579496194446","112:68;110:68;98:68","112:0.00385320430252023;110:0.0026127370449307297;98:0.0027584304966690454","112:0.0024920514241811853;110:0.003195835246678852;98:0.0029859308491067826","0.0452880859375","Yes"
"112","125.14979131193087","118.85347668408085","0.00830078125","0.01318359375","0.008544921875","1560","0.0003230496242142708","24","0.0003230496242142708","0","0.0003230496242142708","0.0003230496242142708","111:68;113:68","111:0.00385320430252023;113:0.0023578300467759494","111:0.0024920514241811853;113:0.002362011021763255","0.00830078125","Yes"
"113","150.4042240653499","30.957911708837393","0.0916748046875","0.080322265625","0.10302734375","1560","0.00020042468733012269","24","0.00020042468733012269","0","0.00020042468733012269","0.00020042468733012269","119:68;112:68;114:68","119:0.0032052359603238767;112:0.0023578300467759494;114:0.0029065385859970705","119:0.0026383360361765806;112:0.002362011021763255;114:0.0022389620022100487","0.0916748046875","Yes"
"114","107.22118259383775","76.62229241449572","0.004638671875","0.00537109375","0.00390625","1560","0.00034366657442835315","24","0.00034366657442835315","0","0.00034366657442835315","0.00034366657442835315","115:68;113:68","115:0.002495570027100963;113:0.0029065385859970705","115:0.0024556905397254136;113:0.0022389620022100487","0.004638671875","Yes"
"115","119.2296493253885","148.21526297217062","0.0089111328125","0.015869140625","0.001953125","1560","0.00033729014755379955","24","0.00033729014755379955","0","0.00033729014755379955","0.00033729014755379955","99:68;114:68","99:0.00205682261659329;114:0.002495570027100963","114:0.0024556905397254136","0.0089111328125","Yes"
"116","117.44795875938692","125.19778642906739","0.0457763671875","0.044921875","0.046630859375","1560","0.00019053249880639778","24","0.00019053249880639778","0","0.00019053249880639778","0.00019053249880639778","101:68;121:68","101:0.0022356782098128802;121:0.0016109082161764876","101:0.001973090097669744;121:0.0017706910802384734","0.0457763671875","Yes"
"117","107.08341023817408","78.73850520316557","0.019775390625","0.0341796875","0.00537109375","1560","0.00016613809971866808","24","0.00016613809971866808","0","0.00016613809971866808","0.00016613809971866808","105:68;125:68","105:0.0022398984191622784;125:0.001885797649210541","105:0.002601622484265237;125:0.0015073746773347219","0.019775390625","Yes"
"118","151.7548547322242","51.91216123917693","0.01611328125","0.02099609375","0.01123046875","1560","0.0003163514287523054","24","0.0003163514287523054","0","0.0003163514287523054","0.0003163514287523054","109:68;129:68","109:0.003051310041923022;129:0.00236328769094421","109:0.002334868423164299;129:0.0024004250687516826","0.01611328125","Yes"
"119","82.24793603746045","97.20582561729987","0.0155029296875","0.021484375","0.009521484375","1560","0.00044223501078624475","24","0.00044223501078624475","0","0.00044223501078624475","0.00044223501078624475","113:68;133:68","113:0.0032052359603238767;133:0.003072005707806469","113:0.0026383360361765806;133:0.0028709825699499703","0.0155029296875","Yes"
"120","198.47879769537752","222.64156041514877","0.0081787109375","0.009033203125","0.00732421875","1560","0.00010804460337382292","24","0.00010804460337382292","0","0.00010804460337382292","0.00010804460337382292","121:68","121:0.0022725072545307923","121:0.0018779361880122691","0.0081787109375","Yes"
"121","164.26676363878397","177.37590737094774","0.017822265625","0.01953125","0.01611328125","1560","0.00019765064052239633","24","0.00019765064052239633","0","0.00019765064052239633","0.00019765064052239633","120:68;122:68;116:68","120:0.0022725072545307923;122:0.0028978166840820385;116:0.0016109082161764876","120:0.0018779361880122691;122:0.0027637042092819863;116:0.0017706910802384734","0.017822265625","Yes"
"122","120.32483399880068","69.49949016073053","0.0107421875","0.015380859375","0.006103515625","1560","0.00050689058408175","24","0.00050689058408175","0","0.00050689058408175","0.00050689058408175","121:68;123:68","121:0.0028978166840820385;123:0.0027079538272191395","121:0.0027637042092819863;123:0.002442923683601883","0.0107421875","Yes"
"123","156.0400972922395","123.50334866644111","0.01025390625","0.01123046875","0.00927734375","1560","0.000243122194156407","24","0.000243122194156407","0","0.000243122194156407","0.000243122194156407","136:68;124:68;122:68","136:0.0023711583526193625;124:0.0021150752468691025;122:0.0027079538272191395","136:0.002391539045231178;124:0.0017727321763297;122:0.002442923683601883","0.01025390625","Yes"
"124","112.64037526597217","132.32361574830335","0.0054931640625","0.009765625","0.001220703125","1560","0.00027929518047952915","24","0.00027929518047952915","0","0.00027929518047952915","0.00027929518047952915","123:68;125:68","123:0.0021150752468691025;125:0.001687733418790277","123:0.0017727321763297;125:0.0015001447656037559","0.0054931640625","Yes"
"125","65.00735797855785","42.79377009606044","0.0272216796875","0.0302734375","0.024169921875","1560","0.00019452707706059936","24","0.00019452707706059936","0","0.00019452707706059936","0.00019452707706059936","117:68;124:68;126:68","117:0.001885797649210541;124:0.001687733418790277;126:0.0037447602861199747","117:0.0015073746773347219;124:0.0015001447656037559;126:0.001977261592118612","0.0272216796875","Yes"
"126","90.17944412575716","63.33072474012942","0.0052490234375","0.00634765625","0.004150390625","1560","0.0002651769615695934","24","0.0002651769615695934","0","0.0002651769615695934","0.0002651769615695934","127:68;125:68","127:0.002273140086240577;125:0.0037447602861199747","127:0.002684339132544844;125:0.001977261592118612","0.0052490234375","Yes"
"127","131.14619331155586","125.50457109294304","0.04296875","0.050048828125","0.035888671875","1560","0.0002128640296961935","24","0.0002128640296961935","0","0.0002128640296961935","0.0002128640296961935","126:68;128:68;137:68","126:0.002273140086240577;128:0.0021832266385028443;137:0.002246458613544","126:0.002684339132544844;128:0.0019828942172964714;137:0.0021911005057644595","0.04296875","Yes"
"128","129.63304408311058","45.3676650569865","0.03662109375","0.040771484375","0.032470703125","1560","0.0002752113981185911","24","0.0002752113981185911","0","0.0002752113981185911","0.0002752113981185911","127:68;129:68","127:0.0021832266385028443;129:0.0029307375789816847","127:0.0019828942172964714;129:0.00233742886942373","0.03662109375","Yes"
"129","116.53977589209283","94.30291733785623","0.017333984375","0.01806640625","0.016357421875","1560","0.00025270368941345065","24","0.00025270368941345065","0","0.00025270368941345065","0.00025270368941345065","130:68;128:68;118:68","130:0.003328423407931519;128:0.0029307375789816847;118:0.00236328769094421","130:0.00227764303652489;128:0.00233742886942373;118:0.0024004250687516826","0.017333984375","Yes"
"130","148.45386438441625","158.56532170891614","0.0042724609375","0.00537109375","0.003173828125","1560","0.00041188213498671156","24","0.00041188213498671156","0","0.00041188213498671156","0.00041188213498671156","129:68;131:68","129:0.003328423407931519;131:0.009570927131635959","129:0.00227764303652489;131:0.008040514259773313","0.0042724609375","Yes"
"131","265.4773540165308","261.27484903023947","0.10498046875","0.107421875","0.1025390625","1560","0.0001774460995730757","24","0.0001774460995730757","0","0.0001774460995730757","0.0001774460995730757","138:68;130:68;132:68","138:0.0023031649692576706;130:0.009570927131635959;132:0.0013722975905736123","138:0.003209361702718183;130:0.008040514259773313;132:0.0016616798679677802","0.10498046875","Yes"
"132","124.52331913563165","152.59497202820668","0.0084228515625","0.0107421875","0.006103515625","1560","0.00015421742706831239","24","0.00015421742706831239","0","0.00015421742706831239","0.00015421742706831239","133:68;131:68","133:0.002634214299076121;131:0.0013722975905736123","133:0.0021873385733140738;131:0.0016616798679677802","0.0084228515625","Yes"
"133","121.86683617568865","43.857367605939196","0.017333984375","0.0166015625","0.01806640625","1560","0.0002001772811455005","24","0.0002001772811455005","0","0.0002001772811455005","0.0002001772811455005","132:68;134:68;119:68","132:0.002634214299076121;134:0.0027480587073964446;119:0.003072005707806469","132:0.0021873385733140738;134:0.003459526799411472;119:0.0028709825699499703","0.017333984375","Yes"
"134","108.22992350769243","47.50730331574998","0.010009765625","0.016845703125","0.003173828125","1560","0.00048721733216958326","24","0.00048721733216958326","0","0.00048721733216958326","0.00048721733216958326","133:68;135:68","133:0.0027480587073964446;135:0.003138755497691048","133:0.003459526799411472;135:0.002873422628179606","0.010009765625","Yes"
"135","136.9518343088387","174.5521664235566","0.056396484375","0.0576171875","0.05517578125","1560","0.00017993460163526087","24","0.00017993460163526087","0","0.00017993460163526087","0.00017993460163526087","134:68;139:68","134:0.003138755497691048;139:0.004294020330865095","134:0.002873422628179606;139:0.003472408074018357","0.056396484375","Yes"
"136","110.66398268626887","101.49841580837774","0.005126953125","0.0087890625","0.00146484375","1560","0.00022244129796988567","24","0.00022244129796988567","0","0.00022244129796988567","0.00022244129796988567","123:68;143:68","123:0.0023711583526193625;143:0.0024646370039378696","123:0.002391539045231178;143:0.002054609386082429","0.005126953125","Yes"
"137","138.47538408504292","164.07027948946427","0.0047607421875","0.008544921875","0.0009765625","1560","0.00033311092257097986","24","0.00033311092257097986","0","0.00033311092257097986","0.00033311092257097986","147:68;127:68","147:0.0028926305541890907;127:0.002246458613544","147:0.0029752219792723023;127:0.0021911005057644595","0.0047607421875","Yes"
"138","73.94814531668274","108.95079584712981","0.0128173828125","0.020263671875","0.00537109375","1560","0.00036986956530290403","24","0.00036986956530290403","0","0.00036986956530290403","0.00036986956530290403","151:68;131:68","151:0.0022350608754724832;131:0.0023031649692576706","151:0.0030900531188643166;131:0.003209361702718183","0.0128173828125","Yes"
"139","75.60629824246966","33.08136717160105","0.0096435546875","0.015869140625","0.00341796875","1560","0.0005530815493628302","24","0.0005530815493628302","0","0.0005530815493628302","0.0005530815493628302","155:68;135:68","155:0.0026637455196369675;135:0.004294020330865095","155:0.0023912144330949237;135:0.003472408074018357","0.0096435546875","Yes"
"140","125.10561261006833","199.53764153978778","0.0164794921875","0.020263671875","0.0126953125","1560","0.00023255753390300884","24","0.00023255753390300884","0","0.00023255753390300884","0.00023255753390300884","141:68","141:0.0015170359777004483","141:0.0014505811867040197","0.0164794921875","Yes"
"141","120.7158638796736","106.62918170521552","0.0098876953125","0.0146484375","0.005126953125","1560","0.00018646424692739846","24","0.00018646424692739846","0","0.00018646424692739846","0.00018646424692739846","140:68;142:68","140:0.0015170359777004483;142:0.0025522933360551947","140:0.0014505811867040197;142:0.0020170419305447773","0.0098876953125","Yes"
"142","96.90644756481419","123.82865687074366","0.0062255859375","0.009521484375","0.0029296875","1560","0.000398955132370991","24","0.000398955132370991","0","0.000398955132370991","0.000398955132370991","143:68;141:68","143:0.002528092551085853;141:0.0025522933360551947","143:0.002244080271784965;141:0.0020170419305447773","0.0062255859375","Yes"
"143","169.49943107947482","162.7085365009965","0.0087890625","0.01171875","0.005859375","1560","0.00026616297118880615","24","0.00026616297118880615","0","0.00026616297118880615","0.00026616297118880615","142:68;144:68;136:68","142:0.002528092551085853;144:0.00263200921590398;136:0.0024646370039378696","142:0.002244080271784965;144:0.0025833197615270087;136:0.002054609386082429","0.0087890625","Yes"
"144","113.70165031765502","154.3283977610838","0.00634765625","0.009521484375","0.003173828125","1560","0.00022038251237048776","24","0.00022038251237048776","0","0.00022038251237048776","0.00022038251237048776","145:68;143:68","145:0.0023194567494996265;143:0.00263200921590398","145:0.001512345642596724;143:0.0025833197615270087","0.00634765625","Yes"
"145","196.94380264406618","117.82409508046412","0.0328369140625","0.03515625","0.030517578125","1560","0.00023109610629416027","24","0.00023109610629416027","0","0.00023109610629416027","0.00023109610629416027","144:68;146:68","144:0.0023194567494996265;146:0.002273404427959591","144:0.001512345642596724;146:0.0016138563680477835","0.0328369140625","Yes"
"146","158.42036657695223","42.933206135809975","0.0108642578125","0.01611328125","0.005859375","1560","0.00016988211276029537","24","0.00016988211276029537","0","0.00016988211276029537","0.00016988211276029537","145:68;147:88","145:0.002273404427959591;147:0.0027588600937133168","145:0.0016138563680477835;147:0.0022454503662331926","0.0108642578125","Yes"
"147","143.10181787323415","147.8574802063048","0.0118408203125","0.015625","0.008056640625","1560","0.00028270199687775027","24","0.00028270199687775027","0","0.00028270199687775027","0.00028270199687775027","148:68;137:68;146:88","148:0.003182246453118709;137:0.0028926305541890907;146:0.0027588600937133168","148:0.002497768791260707;137:0.0029752219792723023;146:0.0022454503662331926","0.0118408203125","Yes"
"148","106.97326888861818","118.65489372975904","0.009033203125","0.012939453125","0.005126953125","1560","0.0003580785787125983","24","0.0003580785787125983","0","0.0003580785787125983","0.0003580785787125983","147:68;149:68","147:0.003182246453118709;149:0.015027950178803012","147:0.002497768791260707;149:0.019000483334363938","0.009033203125","Yes"
"149","28.950617479193337","4.506501027525611","0.082275390625","0.09130859375","0.0732421875","1560","0.014288262337255053","24","0.014288262337255053","0","0.014288262337255053","0.014288262337255053","150:68;148:68","150:0.03760458856839685;148:0.015027950178803012","150:0.017713423935673767;148:0.019000483334363938","0.082275390625","Yes"
"150","81.61989866723343","5.380093302008998","0.0054931640625","0.00830078125","0.002685546875","1560","0.0009655149145243318","24","0.0009655149145243318","0","0.0009655149145243318","0.0009655149145243318","149:68;151:68","149:0.03760458856839685;151:0.006607648361999591","149:0.017713423935673767;151:0.007197435284648196","0.0054931640625","Yes"
"151","83.93642189496849","104.9022265436057","0.0107421875","0.014404296875","0.007080078125","1560","0.00019102760270660855","24","0.00019102760270660855","0","0.00019102760270660855","0.00019102760270660855","138:68;152:68;150:68","138:0.0022350608754724832;152:0.002192419602905643;150:0.006607648361999591","138:0.0030900531188643166;152:0.001857162151760794;150:0.007197435284648196","0.0107421875","Yes"
"152","83.52165367111877","105.2020087429155","0.009033203125","0.0126953125","0.00537109375","1560","0.0004587913064262598","24","0.0004587913064262598","0","0.0004587913064262598","0.0004587913064262598","151:68;153:68","151:0.002192419602905643;153:0.0023150456693845356","151:0.001857162151760794;153:0.002558124466157552","0.009033203125","Yes"
"153","213.73238167358207","58.235656388574704","0.021240234375","0.025146484375","0.017333984375","1560","0.0002653862170604866","24","0.0002653862170604866","0","0.0002653862170604866","0.0002653862170604866","152:68;154:68","152:0.0023150456693845356;154:0.0022526071620239396","152:0.002558124466157552;154:0.0019573647832338004","0.021240234375","Yes"
"154","107.9488729855028","100.84223791887052","0.0057373046875","0.0087890625","0.002685546875","1560","0.00032451275381747827","24","0.00032451275381747827","0","0.00032451275381747827","0.00032451275381747827","153:68;155:68","153:0.0022526071620239396;155:0.0024490562952856065","153:0.0019573647832338004;155:0.0019469735087454254","0.0057373046875","Yes"
"155","140.9458169101759","15.134269734102004","0.018310546875","0.0244140625","0.01220703125","1560","0.00022318519756405538","24","0.00022318519756405538","0","0.00022318519756405538","0.00022318519756405538","139:68;154:68","139:0.0026637455196369675;154:0.0024490562952856065","139:0.0023912144330949237;154:0.0019469735087454254","0.018310546875","Yes"
