"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","Gate length (ns)","CZ error","RZZ error","MEASURE error","Operational"
"55","123.37087315836533","103.690046781734","0.0523681640625","0.061767578125","0.04296875","1560","0.00037647268392405756","24","0.00037647268392405756","0","0.00037647268392405756","0.00037647268392405756","59:68;54:68","59:0.0022542600376655453;54:0.0024435230077798353","59:0.0022132450290343053;54:0.00476773474810771","0.0523681640625","Yes"
"56","138.61755444982322","174.18847862795496","0.0118408203125","0.0146484375","0.009033203125","1560","0.0002849697553590405","24","0.0002849697553590405","0","0.0002849697553590405","0.0002849697553590405","63:68;43:68","63:0.004613284709807375;43:0.006018125652748646","63:0.005918969035049904;43:0.00637040236962913","0.0118408203125","Yes"
"57","72.25334888019879","59.55135999653482","0.013671875","0.021728515625","0.005615234375","1560","0.0014046243021196135","24","0.0014046243021196135","0","0.0014046243021196135","0.0014046243021196135","47:68;67:68","47:0.012588233707610114;67:0.01842228399194959","47:0.009836228423274335;67:0.010104956897829503","0.013671875","Yes"
"58","25.78052268441082","33.63192944302601","0.0224609375","0.033447265625","0.011474609375","1560","0.0006489464018787349","24","0.0006489464018787349","0","0.0006489464018787349","0.0006489464018787349","71:68;51:68","71:0.0033084172453249627;51:0.004153073307920779","71:0.002891843850625464;51:0.0031344206162962907","0.0224609375","Yes"
"59","94.85934615682514","95.8717156097862","0.0084228515625","0.010498046875","0.00634765625","1560","0.0005222666205434946","24","0.0005222666205434946","0","0.0005222666205434946","0.0005222666205434946","55:68;75:68","55:0.0022542600376655453;75:0.0023639978175972742","55:0.0022132450290343053;75:0.0026148936606668893","0.0084228515625","Yes"
"60","103.04390617930758","38.14524890972139","0.052490234375","0.054443359375","0.050537109375","1560","0.0008325273725199442","24","0.0008325273725199442","0","0.0008325273725199442","0.0008325273725199442","61:68","61:0.0023121868671782397","61:0.0015923808510021065","0.052490234375","Yes"
"61","156.96611850460184","92.24004397539856","0.0621337890625","0.072265625","0.0634765625","1560","0.00018563829560701254","24","0.00018563829560701254","0","0.00018563829560701254","0.00018563829560701254","76:68;60:68;62:68","76:0.002297153929246676;60:0.0023121868671782397;62:0.0038289130174700425","76:0.0030085038210122816;60:0.0015923808510021065;62:0.00431370722724686","0.0621337890625","Yes"
"62","77.77866315953796","42.07851073546015","0.0257568359375","0.02587890625","0.025634765625","1560","0.0003835466818878196","24","0.0003835466818878196","0","0.0003835466818878196","0.0003835466818878196","61:68;63:68","61:0.0038289130174700425;63:0.0072210092963187755","61:0.00431370722724686;63:0.008716723976349566","0.0257568359375","Yes"
"63","122.91222865063587","21.758119650250283","0.041015625","0.0498046875","0.0322265625","1560","0.0005198009803472304","24","0.0005198009803472304","0","0.0005198009803472304","0.0005198009803472304","56:68;62:68;64:68","56:0.004613284709807375;62:0.0072210092963187755;64:0.04709240345288737","56:0.005918969035049904;62:0.008716723976349566;64:0.07833056691028187","0.041015625","Yes"
"64","142.599042383335","142.42370911815303","0.019775390625","0.025634765625","0.013916015625","1560","0.00031866377631652057","24","0.00031866377631652057","0","0.00031866377631652057","0.00031866377631652057","65:68;63:68","65:0.0025925885230125845;63:0.04709240345288737","65:0.002211811194691632;63:0.07833056691028187","0.019775390625","Yes"
"65","140.20399097350304","107.7453296004093","0.0936279296875","0.09716796875","0.090087890625","1560","0.0003887570264198275","24","0.0003887570264198275","0","0.0003887570264198275","0.0003887570264198275","64:68;66:68;77:68","64:0.0025925885230125845;66:0.004282682680213118;77:0.003607717873443439","64:0.002211811194691632;66:0.0033365538592906863;77:0.003419486940055144","0.0936279296875","Yes"
"66","80.41254001342173","15.803321383426704","0.024169921875","0.0380859375","0.01025390625","1560","0.0006455542616426177","24","0.0006455542616426177","0","0.0006455542616426177","0.0006455542616426177","65:68;67:68","65:0.004282682680213118;67:0.004843074019484944","65:0.0033365538592906863;67:0.0037304167538302346","0.024169921875","Yes"
"67","106.26033102190931","50.46006131733925","0.05712890625","0.0595703125","0.0546875","1560","0.0003715928118623193","24","0.0003715928118623193","0","0.0003715928118623193","0.0003715928118623193","68:68;57:68;66:68","68:0.0048486035915063785;57:0.01842228399194959;66:0.004843074019484944","68:0.004393252887614468;57:0.010104956897829503;66:0.0037304167538302346","0.05712890625","Yes"
"68","114.96727270922673","88.27150313532135","0.014404296875","0.0224609375","0.00634765625","1560","0.0006535764569348571","24","0.0006535764569348571","0","0.0006535764569348571","0.0006535764569348571","67:68;69:68","67:0.0048486035915063785;69:0.005941273962357718","67:0.004393252887614468;69:0.008564975461702845","0.014404296875","Yes"
"69","190.49047532626835","103.5917326670245","0.040771484375","0.0400390625","0.04150390625","1560","0.0002687921410272064","24","0.0002687921410272064","0","0.0002687921410272064","0.0002687921410272064","78:68;68:68;70:68","78:0.00231906930705858;68:0.005941273962357718;70:0.004675585145802963","78:0.0022420501094533862;68:0.008564975461702845;70:0.002418483914638281","0.040771484375","Yes"
"70","83.72207836646216","79.01316175067385","0.005859375","0.009765625","0.001953125","1560","0.00028009945290338555","24","0.00028009945290338555","0","0.00028009945290338555","0.00028009945290338555","69:68;71:68","69:0.004675585145802963;71:0.003107986734772278","69:0.002418483914638281;71:0.0025531221234660617","0.005859375","Yes"
"71","165.51352489995074","125.41677151598225","0.011962890625","0.015380859375","0.008544921875","1560","0.00030018122413930575","24","0.00030018122413930575","0","0.00030018122413930575","0.00030018122413930575","72:68;58:68;70:68","58:0.0033084172453249627;70:0.003107986734772278","58:0.002891843850625464;70:0.0025531221234660617","0.011962890625","Yes"
"72","11.393168537216084","99.15649886504495","0.4635009765625","0.59326171875","0.333740234375","1560","","24","","0","","","73:68;71:68","","","0.4635009765625","Yes"
"73","141.23287317503127","65.92936833493867","0.0130615234375","0.013427734375","0.0126953125","1560","0.0003028698715453443","24","0.0003028698715453443","0","0.0003028698715453443","0.0003028698715453443","72:68;74:68;79:68","74:0.0022133473109066104;79:0.002710353876623439","74:0.0022096573298022726;79:0.002385715541313921","0.0130615234375","Yes"
"74","101.0619804560065","104.57436874795138","0.0079345703125","0.010986328125","0.0048828125","1560","0.0003383122183781279","24","0.0003383122183781279","0","0.0003383122183781279","0.0003383122183781279","73:68;75:68","73:0.0022133473109066104;75:0.0026245290557700973","73:0.0022096573298022726;75:0.0023718885219443653","0.0079345703125","Yes"
"75","103.70529461646164","94.9357405858325","0.0052490234375","0.007568359375","0.0029296875","1560","0.00023473648985440862","24","0.00023473648985440862","0","0.00023473648985440862","0.00023473648985440862","59:68;74:68","59:0.0023639978175972742;74:0.0026245290557700973","59:0.0026148936606668893;74:0.0023718885219443653","0.0052490234375","Yes"
"76","151.4923058102974","106.42385593522438","0.0382080078125","0.035888671875","0.04052734375","1560","0.00026875188088042065","24","0.00026875188088042065","0","0.00026875188088042065","0.00026875188088042065","81:68;61:68","81:0.002038965384780711;61:0.002297153929246676","81:0.0018180251591652374;61:0.0030085038210122816","0.0382080078125","Yes"
"77","60.94794034461228","36.299178611849854","0.0103759765625","0.014892578125","0.005859375","1560","0.00027878396061197566","24","0.00027878396061197566","0","0.00027878396061197566","0.00027878396061197566","85:68;65:68","85:0.003916605366650616;65:0.003607717873443439","85:0.003522551990596673;65:0.003419486940055144","0.0103759765625","Yes"
"78","116.66764398869383","104.00948791409458","0.0284423828125","0.02587890625","0.024169921875","1560","0.0004098894072176288","24","0.0004098894072176288","0","0.0004098894072176288","0.0004098894072176288","69:68;89:68","69:0.00231906930705858;89:0.003264669806730097","69:0.0022420501094533862;89:0.0027366608668094317","0.0284423828125","Yes"
"79","83.40675816504098","43.959211815370686","0.01123046875","0.01953125","0.0029296875","1560","0.00030898929508105173","24","0.00030898929508105173","0","0.00030898929508105173","0.00030898929508105173","93:68;73:68","93:0.002640263312711777;73:0.002710353876623439","93:0.002517217339459782;73:0.002385715541313921","0.01123046875","Yes"
"80","144.85901173216257","135.54134373361785","0.01171875","0.012939453125","0.010498046875","1560","0.000213264453317763","24","0.000213264453317763","0","0.000213264453317763","0.000213264453317763","81:68","81:0.0019264230300637397","81:0.002577403583937099","0.01171875","Yes"
"81","110.75067599880661","22.54998640951941","0.03173828125","0.036376953125","0.027099609375","1560","0.00016161728778768054","24","0.00016161728778768054","0","0.00016161728778768054","0.00016161728778768054","80:68;82:68;76:68","80:0.0019264230300637397;82:0.0018706570461275995;76:0.002038965384780711","80:0.002577403583937099;82:0.006060118273119447;76:0.0018180251591652374","0.03173828125","Yes"
"82","113.86363600602988","30.022675374342963","0.009765625","0.0146484375","0.0048828125","1560","0.0002017953726679479","24","0.0002017953726679479","0","0.0002017953726679479","0.0002017953726679479","81:68;83:68","81:0.0018706570461275995;83:0.003413679822160509","81:0.006060118273119447;83:0.0026230871922861554","0.009765625","Yes"
