"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"46","161.29308035951328","86.76046417494314","0.00927734375","0.015380859375","0.003173828125","2584","0.00031646136265037753","36","0.00031646136265037753","0","0.00031646136265037753","0.00031646136265037753","45:0.003555638761697011;47:0.002891200775544611","45:68;47:68","45:0.00239863745850577;47:0.001643178390618033","0.00927734375","Yes"
"47","242.92348600230972","193.18945898810802","0.0076904296875","0.010009765625","0.00537109375","2584","0.00019833361680155167","36","0.00019833361680155167","0","0.00019833361680155167","0.00019833361680155167","48:0.010622945056227934;57:0.0018526051266900823;46:0.002891200775544611","48:68;57:68;46:68","48:0.007837764587361157;57:0.001971297467304345;46:0.001643178390618033","0.0076904296875","Yes"
"48","238.1091859192204","70.02635772658603","0.065673828125","0.053955078125","0.077392578125","2584","0.0025486868867598774","36","0.0025486868867598774","0","0.0025486868867598774","0.0025486868867598774","47:0.010622945056227934;49:0.009351020459195947","47:68;49:68","47:0.007837764587361157;49:0.008989698230089632","0.065673828125","Yes"
"49","244.79970540947826","180.39592511474345","0.0064697265625","0.009521484375","0.00341796875","2584","0.0004462938158574905","36","0.0004462938158574905","0","0.0004462938158574905","0.0004462938158574905","48:0.009351020459195947;50:0.001782157668708123;38:0.001979368286883082","48:68;50:68;38:68","48:0.008989698230089632;50:0.002120107493472273;38:0.0020928948346237986","0.0064697265625","Yes"
"50","177.29142540425045","143.13230865674112","0.013427734375","0.019287109375","0.007568359375","2584","0.0003100952235579009","36","0.0003100952235579009","0","0.0003100952235579009","0.0003100952235579009","49:0.001782157668708123;51:0.0027214640168797266","49:68;51:68","49:0.002120107493472273;51:0.0018812806267786142","0.013427734375","Yes"
"51","281.32288275906893","366.80509252682947","0.1044921875","0.042724609375","0.166259765625","2584","0.0003744368645109506","36","0.0003744368645109506","0","0.0003744368645109506","0.0003744368645109506","50:0.0027214640168797266;52:0.002543320027983853;58:0.0020901677307684774","50:68;52:68;58:68","50:0.0018812806267786142;52:0.0018091850825775746","0.1044921875","Yes"
"52","148.18241225200632","103.48886768872048","0.02001953125","0.0244140625","0.015625","2584","0.00046112740510563","36","0.00046112740510563","0","0.00046112740510563","0.00046112740510563","51:0.002543320027983853;53:0.002226230385895256","51:68;53:68","51:0.0018091850825775746;53:0.001806956141754995","0.02001953125","Yes"
"53","259.169344093601","251.58402438598216","0.009521484375","0.013671875","0.00537109375","2584","0.00014540019431484724","36","0.00014540019431484724","0","0.00014540019431484724","0.00014540019431484724","39:0.001665447171341039;52:0.002226230385895256;54:0.0012298526320160819","39:68;52:68;54:68","39:0.0016711680274145713;52:0.001806956141754995;54:0.0013445451990472534","0.009521484375","Yes"
"54","197.48749006027197","216.13376731132016","0.006103515625","0.00830078125","0.00390625","2584","0.00013979752482729487","36","0.00013979752482729487","0","0.00013979752482729487","0.00013979752482729487","53:0.0012298526320160819;55:0.002010468634170648","53:68;55:68","53:0.0013445451990472534;55:0.0016312346742145545","0.006103515625","Yes"
"55","246.3148505434487","76.28821769236175","0.025390625","0.03759765625","0.01318359375","2584","0.0003949049706549778","36","0.0003949049706549778","0","0.0003949049706549778","0.0003949049706549778","59:0.0033202687534307773;54:0.002010468634170648","59:68;54:68","59:0.00209656182088952;54:0.0016312346742145545","0.025390625","Yes"
"56","213.51355957823296","93.99443281834499","0.005126953125","0.00830078125","0.001953125","2584","0.00037222538077999907","36","0.00037222538077999907","0","0.00037222538077999907","0.00037222538077999907","63:0.0028982422698242694;43:0.002184897499770605","63:68;43:68","63:0.001901385580339754;43:0.003649253679127995","0.005126953125","Yes"
"57","81.88592338670392","23.006293023694468","0.0078125","0.009521484375","0.006103515625","2584","0.00027831064941937725","36","0.00027831064941937725","0","0.00027831064941937725","0.00027831064941937725","47:0.0018526051266900823;67:0.003762321807417396","47:68;67:68","47:0.001971297467304345;67:0.0023610274668080244","0.0078125","Yes"
"58","181.2717121523394","150.55396257507763","0.0301513671875","0.037109375","0.023193359375","2584","0.00016823757666698533","36","0.00016823757666698533","0","0.00016823757666698533","0.00016823757666698533","71:0.001896135641184099;51:0.0020901677307684774","71:68;51:68","71:0.005202534329548147","0.0301513671875","Yes"
"59","165.0880038140179","176.12081989558936","0.013427734375","0.015869140625","0.010986328125","2584","0.00018231489311622856","36","0.00018231489311622856","0","0.00018231489311622856","0.00018231489311622856","55:0.0033202687534307773;75:0.004715286130371227","55:68;75:68","55:0.00209656182088952;75:0.001856330871730233","0.013427734375","Yes"
"60","149.67223383471378","108.84560750393739","0.05419921875","0.038818359375","0.069580078125","2584","0.0006514219415266203","36","0.0006514219415266203","0","0.0006514219415266203","0.0006514219415266203","61:0.01331243461573886","61:80","","0.05419921875","Yes"
"61","363.62240951449803","260.72347172043663","0.0870361328125","0.01708984375","0.002197265625","2584","0.0015777227150030994","36","0.0015777227150030994","0","0.0015777227150030994","0.0015777227150030994","76:0.011164159392852813;60:0.01331243461573886","76:68;60:80;62:68","76:0.007552105193144726","0.0870361328125","Yes"
"62","112.07861161159985","53.12571165453221","0.010498046875","0.01953125","0.00146484375","2584","0.0004962653757866522","36","0.0004962653757866522","0","0.0004962653757866522","0.0004962653757866522","63:0.002458983702493811","61:68;63:68","63:0.0026130090879660783","0.010498046875","Yes"
"63","178.7869858700403","178.25109520079374","0.0198974609375","0.03662109375","0.003173828125","2584","0.00027144044189521916","36","0.00027144044189521916","0","0.00027144044189521916","0.00027144044189521916","56:0.0028982422698242694;62:0.002458983702493811;64:0.012503538158514127","56:68;62:68;64:68","56:0.001901385580339754;62:0.0026130090879660783;64:0.002285418406883538","0.0198974609375","Yes"
