"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"84","192.55083246072525","188.06804404853762","0.042724609375","0.033935546875","0.051513671875","2584","0.0005467397311232463","36","0.0005467397311232463","0","0.0005467397311232463","0.0005467397311232463","83:0.00467171938680272;85:0.0047414919416723655","83:68;85:68","83:0.0029170859076026734;85:0.0023783344817881746","0.042724609375","Yes"
"85","150.61239289843428","19.263585845583542","0.0050048828125","0.009033203125","0.0009765625","2584","0.00034491678018316445","36","0.00034491678018316445","0","0.00034491678018316445","0.00034491678018316445","77:0.003558947715869093;86:0.002315891592282765;84:0.0047414919416723655","77:68;86:68;84:68","77:0.002830824075110039;86:0.016865718361620263;84:0.0023783344817881746","0.0050048828125","Yes"
"86","200.35776888993115","70.70087095243034","0.0164794921875","0.03076171875","0.002197265625","2584","0.0003202249300681365","36","0.0003202249300681365","0","0.0003202249300681365","0.0003202249300681365","85:0.002315891592282765;87:0.0019864616418461545","85:68;87:68","85:0.016865718361620263;87:0.010750748420771838","0.0164794921875","Yes"
"87","217.90940806009692","184.72402888841793","0.007568359375","0.01171875","0.00341796875","2584","0.0005422142202758587","36","0.0005422142202758587","0","0.0005422142202758587","0.0005422142202758587","86:0.0019864616418461545;88:0.0016794206210472007;97:0.002343906370627147","86:68;88:68;97:68","86:0.010750748420771838;88:0.0015462971763127442;97:0.0026790830820818123","0.007568359375","Yes"
"88","236.57338773763456","28.982524986528674","0.02001953125","0.020263671875","0.019775390625","2584","0.0003335643809745575","36","0.0003335643809745575","0","0.0003335643809745575","0.0003335643809745575","87:0.0016794206210472007;89:0.013013973899662468","87:68;89:68","87:0.0015462971763127442;89:0.0026631274918537673","0.02001953125","Yes"
"89","302.4253533087362","268.5910258276519","0.0145263671875","0.016845703125","0.01220703125","2584","0.00032276887957112765","36","0.00032276887957112765","0","0.00032276887957112765","0.00032276887957112765","90:0.0026703378027261304;88:0.013013973899662468;78:0.0018296760567662607","90:68;88:68;78:68","90:0.0035089592756061827;88:0.0026631274918537673;78:0.003359119095871721","0.0145263671875","Yes"
"90","63.12057981560879","89.69314937694425","0.0340576171875","0.03173828125","0.036376953125","2584","0.001441452055648887","36","0.001441452055648887","0","0.001441452055648887","0.001441452055648887","89:0.0026703378027261304;91:0.0026954448760487526","89:68;91:80","89:0.0035089592756061827;91:0.0026100245739475725","0.0340576171875","Yes"
"91","97.2537089529088","129.01465031331156","0.007080078125","0.009033203125","0.005126953125","2584","0.0003261614177652379","36","0.0003261614177652379","0","0.0003261614177652379","0.0003261614177652379","98:0.0011335632032820064;90:0.0026954448760487526;92:0.00289523242316278","98:68;90:80;92:68","98:0.001517957622049454;90:0.0026100245739475725;92:0.0023145737272917966","0.007080078125","Yes"
"92","232.76742223408596","203.44254371983905","0.007568359375","0.01318359375","0.001953125","2584","0.0002558443875543834","36","0.0002558443875543834","0","0.0002558443875543834","0.0002558443875543834","91:0.00289523242316278;93:0.003859599073960107","91:68;93:68","91:0.0023145737272917966;93:0.002125632035101105","0.007568359375","Yes"
"93","201.44155661392344","162.59009553009196","0.0069580078125","0.0107421875","0.003173828125","2584","0.0003169098799425216","36","0.0003169098799425216","0","0.0003169098799425216","0.0003169098799425216","94:0.0015862033895730487;79:0.0030150035247555884;92:0.003859599073960107","94:68;79:68;92:68","94:0.0015354672320109786;79:0.0018998168542070926;92:0.002125632035101105","0.0069580078125","Yes"
"94","292.058090634379","191.60695719093843","0.0072021484375","0.009765625","0.004638671875","2584","0.0001550708261205311","36","0.0001550708261205311","0","0.0001550708261205311","0.0001550708261205311","93:0.0015862033895730487;95:0.010231364248670105","93:68;95:68","93:0.0015354672320109786;95:0.006827870770752614","0.0072021484375","Yes"
"95","300.4211053625748","413.0674941827677","0.0125732421875","0.01318359375","0.014404296875","2584","0.000710012134160605","36","0.000710012134160605","0","0.000710012134160605","0.000710012134160605","99:0.08500679322814537;94:0.010231364248670105","99:68;94:68","94:0.006827870770752614","0.0125732421875","Yes"
"96","148.1000742840285","30.538124066623453","0.0347900390625","0.046630859375","0.02294921875","2584","0.0005927533650135952","36","0.0005927533650135952","0","0.0005927533650135952","0.0005927533650135952","83:0.008284406725053317;103:0.0036753956349596384","83:68;103:68","83:0.003937863276413517;103:0.0024267512324236407","0.0347900390625","Yes"
"97","299.3544335234543","71.95923366293246","0.021728515625","0.0400390625","0.00341796875","2584","0.00016417409852077195","36","0.00016417409852077195","0","0.00016417409852077195","0.00016417409852077195","87:0.002343906370627147;107:0.0019905693072863606","87:68;107:68","87:0.0026790830820818123;107:0.0032894366166859867","0.021728515625","Yes"
"98","395.3864907845942","92.5830965804794","0.012451171875","0.022705078125","0.002197265625","2584","0.00020923996950607975","36","0.00020923996950607975","0","0.00020923996950607975","0.00020923996950607975","91:0.0011335632032820064;111:0.001474768529081405","91:68;111:68","91:0.001517957622049454;111:0.0022131088079479777","0.012451171875","Yes"
"99","156.1506679976263","31.33519358049586","0.0091552734375","0.016357421875","0.001953125","2584","0.001043657708394711","36","0.001043657708394711","0","0.001043657708394711","0.001043657708394711","115:0.003204885414999442;95:0.08500679322814537","115:68;95:68","115:0.002461856861693368","0.0091552734375","Yes"
"100","101.82838413995358","114.9420714972092","0.014404296875","0.025634765625","0.003173828125","2584","0.0005609242458993078","36","0.0005609242458993078","0","0.0005609242458993078","0.0005609242458993078","101:0.0024726263491108014","101:68","101:0.0025479393237826387","0.014404296875","Yes"
"101","159.41084990233986","62.446863898010726","0.014404296875","0.022705078125","0.006103515625","2584","0.00022785681064716237","36","0.00022785681064716237","0","0.00022785681064716237","0.00022785681064716237","100:0.0024726263491108014;116:0.0071732885531912705;102:0.005518170047926901","100:68;116:68;102:68","100:0.0025479393237826387;116:0.006629495680384734;102:0.007862324280592609","0.014404296875","Yes"
"102","78.8973486583255","41.68004495305329","0.008056640625","0.01123046875","0.0048828125","2584","0.0004937980082214251","36","0.0004937980082214251","0","0.0004937980082214251","0.0004937980082214251","101:0.005518170047926901;103:0.0038703579223612894","101:68;103:68","101:0.007862324280592609;103:0.007272277404023447","0.008056640625","Yes"
"103","73.17724949487044","40.44632949968244","0.0428466796875","0.0380859375","0.047607421875","2584","0.0005940999942447457","36","0.0005940999942447457","0","0.0005940999942447457","0.0005940999942447457","104:0.002530798796833683;96:0.0036753956349596384;102:0.0038703579223612894","104:68;96:68;102:68","104:0.004299265292305926;96:0.0024267512324236407;102:0.007272277404023447","0.0428466796875","Yes"
"104","302.4459848025377","268.4133643732123","0.014892578125","0.021484375","0.00830078125","2584","0.00030751268091552944","36","0.00030751268091552944","0","0.00030751268091552944","0.00030751268091552944","103:0.002530798796833683;105:0.001819229436555797","103:68;105:68","103:0.004299265292305926;105:0.0021543476359047187","0.014892578125","Yes"
"105","136.6612584302496","105.86162951765915","0.0360107421875","0.070556640625","0.00146484375","2584","0.0003376820974390677","36","0.0003376820974390677","0","0.0003376820974390677","0.0003376820974390677","104:0.001819229436555797;106:0.00201465582105953;117:0.004871947185101422","104:68;106:68;117:68","104:0.0021543476359047187;106:0.0022114910511249752;117:0.005950966062994945","0.0360107421875","Yes"
"106","240.1589422616003","158.63770217977302","0.01318359375","0.015380859375","0.010986328125","2584","0.00026589099339373925","36","0.00026589099339373925","0","0.00026589099339373925","0.00026589099339373925","107:0.004029972843688223;105:0.00201465582105953","107:68;105:68","107:0.005239000443271802;105:0.0022114910511249752","0.01318359375","Yes"
"107","215.4542803673404","209.42796131986788","0.0582275390625","0.1123046875","0.004150390625","2584","0.00030703282477434723","36","0.00030703282477434723","0","0.00030703282477434723","0.00030703282477434723","106:0.004029972843688223;108:0.00332242640096167;97:0.0019905693072863606","106:68;108:68;97:68","106:0.005239000443271802;108:0.006402511298423341;97:0.0032894366166859867","0.0582275390625","Yes"
"108","26.72068125030376","34.98547489531198","0.0242919921875","0.02880859375","0.019775390625","2584","0.0007241246010017595","36","0.0007241246010017595","0","0.0007241246010017595","0.0007241246010017595","107:0.00332242640096167;109:0.003511383612918584","107:68;109:68","107:0.006402511298423341;109:0.002437989907236343","0.0242919921875","Yes"
"109","180.49167551402564","76.54804981749567","0.00244140625","0.002685546875","0.002197265625","2584","0.00024426067742184436","36","0.00024426067742184436","0","0.00024426067742184436","0.00024426067742184436","108:0.003511383612918584;110:0.0013317045732893218;118:0.0010183957951494793","108:68;110:68;118:68","108:0.002437989907236343;110:0.0013330221844166934;118:0.0030404479257975514","0.00244140625","Yes"
"110","270.37998005443677","244.77755746651496","0.015869140625","0.012451171875","0.019287109375","2584","0.0004031393568517736","36","0.0004031393568517736","0","0.0004031393568517736","0.0004031393568517736","109:0.0013317045732893218;111:0.0020604987842997025","109:68;111:68","109:0.0013330221844166934;111:0.0015952008563649978","0.015869140625","Yes"
"111","27.318333347371983","18.11488330760744","0.017578125","0.017578125","0.017578125","2584","0.0002659167078401182","36","0.0002659167078401182","0","0.0002659167078401182","0.0002659167078401182","112:0.0018233181955142896;110:0.0020604987842997025;98:0.001474768529081405","112:68;110:68;98:68","112:0.00179894268003572;110:0.0015952008563649978;98:0.0022131088079479777","0.017578125","Yes"
"112","318.2654974082831","191.66656746654328","0.0067138671875","0.0087890625","0.003662109375","2584","0.00024096162800983753","36","0.00024096162800983753","0","0.00024096162800983753","0.00024096162800983753","111:0.0018233181955142896","111:68;113:68","111:0.00179894268003572","0.0067138671875","Yes"
"113","171.81198587854058","89.48945599617846","0.3099365234375","0.5908203125","0.029052734375","2584","","36","","0","","","","119:68;112:68;114:68","","0.3099365234375","Yes"
"114","234.90898793627534","207.20543230158484","0.0078125","0.007568359375","0.008056640625","2584","0.0002449536479531013","36","0.0002449536479531013","0","0.0002449536479531013","0.0002449536479531013","115:0.0036213313846534256","115:68;113:68","115:0.0022277890839405567","0.0078125","Yes"
"115","185.3459231820604","77.63458771722834","0.0107421875","0.0107421875","0.0107421875","2584","0.0001709676875874325","36","0.0001709676875874325","0","0.0001709676875874325","0.0001709676875874325","99:0.003204885414999442;114:0.0036213313846534256","99:68;114:68","99:0.002461856861693368;114:0.0022277890839405567","0.0107421875","Yes"
"116","83.79376299778765","84.63258961222299","0.0093994140625","0.01708984375","0.001708984375","2584","0.0007792087281541906","36","0.0007792087281541906","0","0.0007792087281541906","0.0007792087281541906","101:0.0071732885531912705;121:0.004201173640682343","101:68;121:68","101:0.006629495680384734;121:0.004774741188060261","0.0093994140625","Yes"
"117","256.16328899867193","17.2463978344352","0.0169677734375","0.022216796875","0.01171875","2584","0.0009630404412712878","36","0.0009630404412712878","0","0.0009630404412712878","0.0009630404412712878","105:0.004871947185101422;125:0.005323947802373136","105:68;125:68","105:0.005950966062994945;125:0.003967613383451973","0.0169677734375","Yes"
"118","136.11623039753897","66.33901509789249","0.0191650390625","0.01806640625","0.020263671875","2584","0.0002875462170290096","36","0.0002875462170290096","0","0.0002875462170290096","0.0002875462170290096","109:0.0010183957951494793;129:0.0013168526318095009","109:68;129:68","109:0.0030404479257975514","0.0191650390625","Yes"
"119","159.8634172023395","75.6274732378708","0.1861572265625","0.35302734375","0.019287109375","2584","","36","","0","","","","113:68;133:68","","0.1861572265625","Yes"
"120","184.98074080508073","65.98065627119468","0.022216796875","0.022705078125","0.021728515625","2584","0.0003224804897459585","36","0.0003224804897459585","0","0.0003224804897459585","0.0003224804897459585","121:0.0015012207714212855","121:68","121:0.0016077686634945743","0.022216796875","Yes"
"121","170.37218971132174","183.9572724690993","0.0430908203125","0.032958984375","0.05322265625","2584","0.0002463003676812906","36","0.0002463003676812906","0","0.0002463003676812906","0.0002463003676812906","120:0.0015012207714212855;122:0.0031857637789067528;116:0.004201173640682343","120:68;122:80;116:68","120:0.0016077686634945743;122:0.0026637546888476082;116:0.004774741188060261","0.0430908203125","Yes"
"122","139.04820706156642","23.83392391783887","0.0333251953125","0.029052734375","0.03759765625","2584","0.00048605909604911967","36","0.00048605909604911967","0","0.00048605909604911967","0.00048605909604911967","121:0.0031857637789067528;123:0.002356917609654674","121:80;123:68","121:0.0026637546888476082;123:0.0024223979488261216","0.0333251953125","Yes"
"123","130.51219831560982","79.09377656402937","0.0130615234375","0.018798828125","0.00732421875","2584","0.0003520975472179954","36","0.0003520975472179954","0","0.0003520975472179954","0.0003520975472179954","136:0.0028831507531508482;124:0.002151393923535444;122:0.002356917609654674","136:68;124:68;122:68","136:0.0025370036452632416;124:0.002163913883310442;122:0.0024223979488261216","0.0130615234375","Yes"
"124","61.02018604029014","47.656791178983475","0.031494140625","0.0576171875","0.00537109375","2584","0.0007992983946816712","36","0.0007992983946816712","0","0.0007992983946816712","0.0007992983946816712","123:0.002151393923535444;125:0.0033958757457764888","123:68;125:68","123:0.002163913883310442;125:0.0027784989493157275","0.031494140625","Yes"
"125","185.22910694212288","58.481000891522676","0.017578125","0.032470703125","0.002685546875","2584","0.0004958907780311811","36","0.0004958907780311811","0","0.0004958907780311811","0.0004958907780311811","117:0.005323947802373136;124:0.0033958757457764888;126:0.00550386836599992","117:68;124:68;126:68","117:0.003967613383451973;124:0.0027784989493157275;126:0.003307312738541013","0.017578125","Yes"
"126","182.57414106741624","34.79910710730959","0.00830078125","0.015625","0.0009765625","2584","0.0009054430620322956","36","0.0009054430620322956","0","0.0009054430620322956","0.0009054430620322956","127:0.004325334347594217;125:0.00550386836599992","127:68;125:68","127:0.0028623109348945297;125:0.003307312738541013","0.00830078125","Yes"
"127","262.23132620515327","25.49363041013999","0.026123046875","0.034912109375","0.017333984375","2584","0.00031867439188217663","36","0.00031867439188217663","0","0.00031867439188217663","0.00031867439188217663","126:0.004325334347594217;128:0.0026861963663808996;137:0.004434117819903521","126:68;128:68;137:68","126:0.0028623109348945297;128:0.0018271097047142248;137:0.002884373729895806","0.026123046875","Yes"
"128","198.53519373509528","199.56427228847951","0.007080078125","0.013427734375","0.000732421875","2584","0.000492369236230913","36","0.000492369236230913","0","0.000492369236230913","0.000492369236230913","127:0.0026861963663808996;129:0.002827752982229953","127:68;129:68","127:0.0018271097047142248;129:0.002290769173396656","0.007080078125","Yes"
"129","224.5504489583582","240.57448928469023","0.011474609375","0.015625","0.003173828125","2584","0.00042276718330023594","36","0.00042276718330023594","0","0.00042276718330023594","0.00042276718330023594","128:0.002827752982229953;118:0.0013168526318095009","130:68;128:68;118:68","128:0.002290769173396656","0.011474609375","Yes"
"130","322.9729925580698","16.288825214895343","0.4901123046875","0.487548828125","0.49267578125","2584","","36","","0","","","","129:68;131:68","","0.4901123046875","Yes"
"131","48.32438482631887","29.77004334771957","0.00634765625","0.010009765625","0.002685546875","2584","0.00024347904609768657","36","0.00024347904609768657","0","0.00024347904609768657","0.00024347904609768657","138:0.0031889695515122107;132:0.00228449514292392","138:68;130:68;132:68","138:0.0019654929359048112;132:0.0015671774247343617","0.00634765625","Yes"
"132","185.83929280197054","86.49054529405979","0.00537109375","0.0068359375","0.00390625","2584","0.00024582889175144755","36","0.00024582889175144755","0","0.00024582889175144755","0.00024582889175144755","133:0.002388326486548936;131:0.00228449514292392","133:68;131:68","133:0.0016083086357838727;131:0.0015671774247343617","0.00537109375","Yes"
"133","330.95840068163363","207.60010599422776","0.0072021484375","0.00927734375","0.005126953125","2584","0.00023207667175378916","36","0.00023207667175378916","0","0.00023207667175378916","0.00023207667175378916","132:0.002388326486548936;134:0.003253882454002349","132:68;134:80;119:68","132:0.0016083086357838727;134:0.003589545008692574","0.0072021484375","Yes"
"134","327.20988218839796","151.32135004160762","0.019287109375","0.032958984375","0.005615234375","2584","0.0003579770267912603","36","0.0003579770267912603","0","0.0003579770267912603","0.0003579770267912603","133:0.003253882454002349;135:0.00252057516577045","133:80;135:68","133:0.003589545008692574;135:0.0015746627488294196","0.019287109375","Yes"
"135","291.4000780802661","81.59144708463255","0.038818359375","0.03173828125","0.0458984375","2584","0.0002260966182121531","36","0.0002260966182121531","0","0.0002260966182121531","0.0002260966182121531","134:0.00252057516577045;139:0.0014601654505126127","134:68;139:68","134:0.0015746627488294196;139:0.0012287875566928952","0.038818359375","Yes"
"136","234.01593582608976","138.10110543965985","0.0850830078125","0.060302734375","0.10986328125","2584","0.0004473647574381","36","0.0004473647574381","0","0.0004473647574381","0.0004473647574381","123:0.0028831507531508482;143:0.0028671568907893408","123:68;143:68","123:0.0025370036452632416;143:0.0029990679298101397","0.0850830078125","Yes"
"137","207.58108202545614","117.16047252533507","0.0130615234375","0.024658203125","0.00146484375","2584","0.00047317238544395735","36","0.00047317238544395735","0","0.00047317238544395735","0.00047317238544395735","147:0.00310249150201819;127:0.004434117819903521","147:68;127:68","147:0.0023331391320988715;127:0.002884373729895806","0.0130615234375","Yes"
"138","174.4347401760461","156.25176737529566","0.008056640625","0.009033203125","0.007080078125","2584","0.0004256953666656524","36","0.0004256953666656524","0","0.0004256953666656524","0.0004256953666656524","151:0.004500914512388321;131:0.0031889695515122107","151:68;131:68","151:0.0035591795728531217;131:0.0019654929359048112","0.008056640625","Yes"
"139","183.89362011718927","164.55471733134192","0.0140380859375","0.013671875","0.014404296875","2584","0.00029214474826158414","36","0.00029214474826158414","0","0.00029214474826158414","0.00029214474826158414","155:0.0018184225058578696;135:0.0014601654505126127","155:80;135:68","155:0.0016301044125155706;135:0.0012287875566928952","0.0140380859375","Yes"
"140","261.88194914063973","54.58547771886469","0.00830078125","0.014404296875","0.002197265625","2584","0.00022884330098682962","36","0.00022884330098682962","0","0.00022884330098682962","0.00022884330098682962","141:0.0025100728868282796","141:68","141:0.002562914690125956","0.00830078125","Yes"
"141","376.24262412038854","259.7907560464569","0.0191650390625","0.01708984375","0.021240234375","2584","0.000553650511218061","36","0.000553650511218061","0","0.000553650511218061","0.000553650511218061","140:0.0025100728868282796;142:0.0014306554539486593","140:68;142:68","140:0.002562914690125956;142:0.0014478852073230297","0.0191650390625","Yes"
"142","192.2165662991934","195.0995157209685","0.0196533203125","0.019287109375","0.02001953125","2584","0.00033108619564893734","36","0.00033108619564893734","0","0.00033108619564893734","0.00033108619564893734","143:0.0369664808685842;141:0.0014306554539486593","143:68;141:68","143:0.01485209713500693;141:0.0014478852073230297","0.0196533203125","Yes"
"143","165.4770491281336","43.28570114667719","0.048583984375","0.03564453125","0.0615234375","2584","0.01265609863328744","36","0.01265609863328744","0","0.01265609863328744","0.01265609863328744","142:0.0369664808685842;144:0.011719583791963473;136:0.0028671568907893408","142:68;144:68;136:68","142:0.01485209713500693;144:0.008215271604170432;136:0.0029990679298101397","0.048583984375","Yes"
"144","98.09748642130984","58.2620102873307","0.0108642578125","0.014404296875","0.00732421875","2584","0.0010076813921883574","36","0.0010076813921883574","0","0.0010076813921883574","0.0010076813921883574","145:0.009036074183740694;143:0.011719583791963473","145:68;143:68","145:0.004925552220542251;143:0.008215271604170432","0.0108642578125","Yes"
"145","133.64906334514714","112.57564579541477","0.0784912109375","0.0556640625","0.101318359375","2584","0.0003845869423203841","36","0.0003845869423203841","0","0.0003845869423203841","0.0003845869423203841","144:0.009036074183740694;146:0.002447207663097778","144:68;146:68","144:0.004925552220542251;146:0.00190266062792252","0.0784912109375","Yes"
"146","181.16256896727336","66.28120188832727","0.00927734375","0.0302734375","0.0068359375","2584","0.00039902899193106686","36","0.00039902899193106686","0","0.00039902899193106686","0.00039902899193106686","145:0.002447207663097778;147:0.0026201987883629485","145:68;147:68","145:0.00190266062792252;147:0.0015703343936053493","0.00927734375","Yes"
"147","355.14034245194705","158.32663148071038","0.0980224609375","0.06787109375","0.128173828125","2584","0.0001789429445386877","36","0.0001789429445386877","0","0.0001789429445386877","0.0001789429445386877","148:0.001870068574888778;137:0.00310249150201819;146:0.0026201987883629485","148:68;137:68;146:68","148:0.0014410216734138948;137:0.0023331391320988715;146:0.0015703343936053493","0.0980224609375","Yes"
"148","308.91424584791656","150.87899106369278","0.00341796875","0.005126953125","0.001708984375","2584","0.00023389923423127544","36","0.00023389923423127544","0","0.00023389923423127544","0.00023389923423127544","147:0.001870068574888778;149:0.0014311368205066899","147:68;149:68","147:0.0014410216734138948;149:0.0011769489431919522","0.00341796875","Yes"
"149","182.1652159479325","108.60880655939985","0.00830078125","0.01318359375","0.00341796875","2584","0.0002718348242712339","36","0.0002718348242712339","0","0.0002718348242712339","0.0002718348242712339","150:0.0035763765391997326;148:0.0014311368205066899","150:68;148:68","150:0.0011519697259603778;148:0.0011769489431919522","0.00830078125","Yes"
"150","146.75760091630622","110.42965202068322","0.015380859375","0.01904296875","0.01171875","2584","0.00038112973389041964","36","0.00038112973389041964","0","0.00038112973389041964","0.00038112973389041964","149:0.0035763765391997326;151:0.003291528872832322","149:68;151:68","149:0.0011519697259603778;151:0.0034718079568698823","0.015380859375","Yes"
"151","176.9999889059499","62.60879782988295","0.0067138671875","0.01171875","0.001708984375","2584","0.0003819208984621989","36","0.0003819208984621989","0","0.0003819208984621989","0.0003819208984621989","138:0.004500914512388321;152:0.028374601944528288;150:0.003291528872832322","138:68;152:68;150:68","138:0.0035591795728531217;152:0.028723475852376557;150:0.0034718079568698823","0.0067138671875","Yes"
"152","377.06124250669194","235.20864902473946","0.0367431640625","0.018310546875","0.05517578125","2584","0.0002484172413459179","36","0.0002484172413459179","0","0.0002484172413459179","0.0002484172413459179","151:0.028374601944528288;153:0.0024322866726945447","151:68;153:68","151:0.028723475852376557;153:0.00252556355670544","0.0367431640625","Yes"
"153","252.48391956183153","186.36927030088702","0.0050048828125","0.00830078125","0.001708984375","2584","0.00024269513593655367","36","0.00024269513593655367","0","0.00024269513593655367","0.00024269513593655367","152:0.0024322866726945447;154:0.002060512726700603","152:68;154:68","152:0.00252556355670544;154:0.0020283524808231423","0.0050048828125","Yes"
"154","174.10968600927825","18.88026849970956","0.0074462890625","0.009521484375","0.00537109375","2584","0.0008853713199859363","36","0.0008853713199859363","0","0.0008853713199859363","0.0008853713199859363","153:0.002060512726700603;155:0.002165313483154213","153:68;155:68","153:0.0020283524808231423;155:0.0017314903927974357","0.0074462890625","Yes"
"155","228.73558240633955","99.76382401235743","0.0093994140625","0.012939453125","0.005859375","2584","0.0002328824098929955","36","0.0002328824098929955","0","0.0002328824098929955","0.0002328824098929955","139:0.0018184225058578696;154:0.002165313483154213","139:80;154:68","139:0.0016301044125155706;154:0.0017314903927974357","0.0093994140625","Yes"
