"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"20","270.78463310874446","23.846925950550663","0.0059814453125","0.00537109375","0.006591796875","2280","0.00032014363959409573","32","0.00032014363959409573","0","0.00032014363959409573","0.00032014363959409573","21:0.0013878225673782385","21:68","21:0.0016854648894756297","0.0059814453125","0.004638671875","Yes"
"21","201.20964013096568","251.72150791370854","0.0045166015625","0.00830078125","0.000732421875","2280","0.0008494430724755017","32","0.0008494430724755017","0","0.0008494430724755017","0.0008494430724755017","36:0.001723003861288569;20:0.0013878225673782385;22:0.001392483326356997","36:68;20:68;22:68","36:0.0018933534009433206;20:0.0016854648894756297;22:0.0011328722850851847","0.0045166015625","0.00390625","Yes"
"22","171.4205763113835","137.72989237004063","0.0206298828125","0.020751953125","0.0205078125","2280","0.00015307664094035554","32","0.00015307664094035554","0","0.00015307664094035554","0.00015307664094035554","23:0.003073362349507197;21:0.001392483326356997","23:68;21:68","23:0.0020593865749042872;21:0.0011328722850851847","0.0206298828125","0.021484375","Yes"
"23","371.01458722089615","63.830120905804684","0.0069580078125","0.0078125","0.006103515625","2280","0.0001301041389073956","32","0.0001301041389073956","0","0.0001301041389073956","0.0001301041389073956","22:0.003073362349507197;24:0.0019420608530163752;16:0.0011299700456531558","22:68;24:68;16:68","22:0.0020593865749042872;24:0.0013728924131623799;16:0.0009717714561696122","0.0069580078125","0.005859375","Yes"
"24","311.4989841217275","62.506190066693584","0.021728515625","0.019287109375","0.024169921875","2280","0.00043958714854858664","32","0.00043958714854858664","0","0.00043958714854858664","0.00043958714854858664","23:0.0019420608530163752;25:0.00258551838323387","23:68;25:68","23:0.0013728924131623799;25:0.002153031735760619","0.021728515625","0.026123046875","Yes"
"25","323.1343822834494","20.981844630619555","0.0064697265625","0.00537109375","0.007568359375","2280","0.00027944996659036415","32","0.00027944996659036415","0","0.00027944996659036415","0.00027944996659036415","24:0.00258551838323387;26:0.0017825437567943747;37:0.002137149852874054","24:68;26:68;37:68","24:0.002153031735760619;26:0.0014041449956920249;37:0.001994830660376923","0.0064697265625","0.00830078125","Yes"
"26","277.573037478916","140.4433937456834","0.01123046875","0.0126953125","0.009765625","2280","0.00025925017372237913","32","0.00025925017372237913","0","0.00025925017372237913","0.00025925017372237913","25:0.0017825437567943747;27:0.0013061269907460316","25:68;27:68","25:0.0014041449956920249;27:0.0012770526791003045","0.01123046875","0.012451171875","Yes"
"27","366.793929740332","61.72363228169068","0.0098876953125","0.02294921875","0.01123046875","2280","0.00015981265938368083","32","0.00015981265938368083","0","0.00015981265938368083","0.00015981265938368083","26:0.0013061269907460316;28:0.001270502981820687;17:0.0016584861353668157","26:68;28:68;17:68","26:0.0012770526791003045;28:0.0019921490105438144;17:0.001337743721998852","0.0098876953125","0.038330078125","Yes"
"28","231.66143854052396","331.4680491434301","0.00830078125","0.015380859375","0.001220703125","2280","0.00029341691736905573","32","0.00029341691736905573","0","0.00029341691736905573","0.00029341691736905573","27:0.001270502981820687;29:0.0027006078825110302","27:68;29:68","27:0.0019921490105438144;29:0.0029818487766612167","0.00830078125","0.004150390625","Yes"
"29","167.38036094643488","72.19787741206827","0.0072021484375","0.00927734375","0.005126953125","2280","0.00014559862468467244","32","0.00014559862468467244","0","0.00014559862468467244","0.00014559862468467244","38:0.010230695544670432;28:0.0027006078825110302;30:0.0014245653902724698","38:68;28:68;30:80","38:0.004853068924116466;28:0.0029818487766612167;30:0.0016033537229123707","0.0072021484375","0.00341796875","Yes"
