"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","MEASURE error","Operational"
"87","465.2452211466857","243.66548532149676","0.0623779296875","0.0810546875","0.043701171875","2400","0.00020879721192243643","32","0.00020879721192243643","0","0.00020879721192243643","0.00020879721192243643","77:0.0038806154883976873;86:0.001842335602866757;88:0.003572256841498256;97:0.001124092298547874","77:68;86:68;88:68;97:68","0.0623779296875","Yes"
"88","460.98655007028634","216.19549265152256","0.0472412109375","0.08154296875","0.031005859375","2400","0.00017847862402961182","32","0.00017847862402961182","0","0.00017847862402961182","0.00017847862402961182","78:0.0011763337258550444;87:0.003572256841498256;89:0.0009746858515348178;98:0.0014099951946776046","78:68;87:68;89:68;98:68","0.0472412109375","Yes"
"89","442.31156461117587","440.5580261915724","0.025146484375","0.02783203125","0.0224609375","2400","0.00017079303415967306","32","0.00017079303415967306","0","0.00017079303415967306","0.00017079303415967306","99:0.002316459206224031;88:0.0009746858515348178","79:168;99:68;88:68","0.025146484375","Yes"
"90","416.9699351254426","499.05839879236777","0.0137939453125","0.013671875","0.013916015625","2400","0.000323562818300183","32","0.000323562818300183","0","0.000323562818300183","0.000323562818300183","80:0.0041202390723968085;91:0.02276408716150588;100:0.0025270034335729274","80:68;91:68;100:68","0.0137939453125","Yes"
"91","401.3113001364248","226.67233828106853","0.042236328125","0.046630859375","0.037841796875","2400","0.00015105044529668913","32","0.00015105044529668913","0","0.00015105044529668913","0.00015105044529668913","81:0.009998297890736363;90:0.02276408716150588;92:0.003945021587225456;101:0.05819950671881968","81:88;90:68;92:68;101:68","0.042236328125","Yes"
"92","420.8282873496519","375.7852012688773","0.022216796875","0.027099609375","0.017333984375","2400","0.00013013817717812625","32","0.00013013817717812625","0","0.00013013817717812625","0.00013013817717812625","82:0.017082244613786157;91:0.003945021587225456;93:0.005400874231222319;102:0.0016473232928164994","82:68;91:68;93:88;102:68","0.022216796875","Yes"
"93","198.6086787411187","162.41560432611777","0.0419921875","0.06640625","0.017578125","2400","0.000933826306977788","32","0.000933826306977788","0","0.000933826306977788","0.000933826306977788","83:0.005779320475045008;103:0.006557785097626417;92:0.005400874231222319","94:108;83:68;103:88;92:88","0.0419921875","Yes"
"94","347.51434910586516","241.0183803947858","0.0152587890625","0.018798828125","0.01171875","2400","0.000291950211883543","32","0.000291950211883543","0","0.000291950211883543","0.000291950211883543","84:0.0019738877770133223;95:0.0015063834564451872;104:0.0009554375040805585","93:108;84:68;95:88;104:68","0.0152587890625","Yes"
"95","409.3508472443208","76.92370233310993","0.0189208984375","0.019775390625","0.01806640625","2400","0.0001617145812645741","32","0.0001617145812645741","0","0.0001617145812645741","0.0001617145812645741","85:0.002933854847807088;94:0.0015063834564451872;96:0.0012150239558860743","85:68;94:88;96:68;105:68","0.0189208984375","Yes"
"96","412.1448991703833","273.35957545285936","0.02490234375","0.028076171875","0.021728515625","2400","0.0001476846822876344","32","0.0001476846822876344","0","0.0001476846822876344","0.0001476846822876344","97:0.002689061063404996;106:0.0016325276186577309;86:0.0017178344568468118;95:0.0012150239558860743","97:108;106:88;86:68;95:68","0.02490234375","Yes"
"97","396.05107405686977","253.2197361564182","0.0709228515625","0.10302734375","0.038818359375","2400","0.00008775876923848664","32","0.00008775876923848664","0","0.00008775876923848664","0.00008775876923848664","96:0.002689061063404996;87:0.001124092298547874;107:0.0018694941193638792","96:108;98:68;87:68;107:68","0.0709228515625","Yes"
"98","408.67380413893596","371.2907110573732","0.0445556640625","0.047119140625","0.0419921875","2400","0.00012405158498809136","32","0.00012405158498809136","0","0.00012405158498809136","0.00012405158498809136","88:0.0014099951946776046;99:0.002282392836214203;108:0.0008684773875037854","97:68;88:68;99:68;108:68","0.0445556640625","Yes"
"99","120.10031086598768","256.22903355750157","0.02880859375","0.038818359375","0.018798828125","2400","0.00026102324353150614","32","0.00026102324353150614","0","0.00026102324353150614","0.00026102324353150614","109:0.007082651648064958;89:0.002316459206224031;98:0.002282392836214203","109:68;89:68;98:68","0.02880859375","Yes"
"100","368.5949634534065","281.80337741953036","0.017822265625","0.0234375","0.01220703125","2400","0.00016009953265622878","32","0.00016009953265622878","0","0.00016009953265622878","0.00016009953265622878","101:0.004102915246590844;110:0.0014436650562120457;90:0.0025270034335729274","101:68;110:68;90:68","0.017822265625","Yes"
"101","437.16512573939167","576.6880784352347","0.0189208984375","0.024169921875","0.013671875","2400","0.00016580897029777993","32","0.00016580897029777993","0","0.00016580897029777993","0.00016580897029777993","100:0.004102915246590844;91:0.05819950671881968;102:0.0009451028075946333;111:0.001188997858406926","100:68;91:68;102:68;111:68","0.0189208984375","Yes"
"102","257.91534348821637","236.6131123138537","0.0357666015625","0.04736328125","0.024169921875","2400","0.00015086161102739322","32","0.00015086161102739322","0","0.00015086161102739322","0.00015086161102739322","101:0.0009451028075946333;103:0.0030139163036429495;92:0.0016473232928164994;112:0.006918631391333058","101:68;103:68;92:68;112:68","0.0357666015625","Yes"
"103","360.4378573965006","313.6049694856127","0.0137939453125","0.017333984375","0.01025390625","2400","0.0001363830018891501","32","0.0001363830018891501","0","0.0001363830018891501","0.0001363830018891501","104:0.00512101306754259;113:0.0018043342863622025;93:0.006557785097626417;102:0.0030139163036429495","104:68;113:68;93:88;102:68","0.0137939453125","Yes"
"104","325.1893323290295","225.4270980318528","0.021240234375","0.03125","0.01123046875","2400","0.00011126580062218957","32","0.00011126580062218957","0","0.00011126580062218957","0.00011126580062218957","103:0.00512101306754259;105:0.0012608944130314825;114:0.0007404685693058743;94:0.0009554375040805585","103:68;105:88;114:68;94:68","0.021240234375","Yes"
"105","399.0073908992467","209.68277653009218","0.0223388671875","0.02099609375","0.020751953125","2400","0.00016439242509939283","32","0.00016439242509939283","0","0.00016439242509939283","0.00016439242509939283","104:0.0012608944130314825;106:0.0012681995927632805;115:0.0011108203654672522","104:88;106:68;115:68;95:68","0.0223388671875","Yes"
"106","332.46995592806286","255.48387435500516","0.0238037109375","0.035888671875","0.01171875","2400","0.00025829757455405434","32","0.00025829757455405434","0","0.00025829757455405434","0.00025829757455405434","96:0.0016325276186577309;107:0.002394979980358841;116:0.002447015238051381;105:0.0012681995927632805","96:88;107:68;116:68;105:68","0.0238037109375","Yes"
"107","285.1764675267156","323.1125038711804","0.0205078125","0.025146484375","0.015869140625","2400","0.00016284611160607426","32","0.00016284611160607426","0","0.00016284611160607426","0.00016284611160607426","106:0.002394979980358841;117:0.003317467682070918;97:0.0018694941193638792","106:68;108:68;117:108;97:68","0.0205078125","Yes"
"108","365.4252929786414","373.9821971887486","0.02392578125","0.032470703125","0.015380859375","2400","0.0001378438273948876","32","0.0001378438273948876","0","0.0001378438273948876","0.0001378438273948876","109:0.007050792566198977;98:0.0008684773875037854","107:68;109:88;118:68;98:68","0.02392578125","Yes"
"109","101.53012358667881","165.0813507288964","0.0120849609375","0.013671875","0.010498046875","2400","0.00034841509272672314","32","0.00034841509272672314","0","0.00034841509272672314","0.00034841509272672314","99:0.007082651648064958;108:0.007050792566198977;119:0.001814045466650871","99:68;108:88;119:68","0.0120849609375","Yes"
"110","299.406132458459","464.90419652712325","0.0140380859375","0.01806640625","0.010009765625","2400","0.00012124625516821883","32","0.00012124625516821883","0","0.00012124625516821883","0.00012124625516821883","100:0.0014436650562120457;111:0.0013401293791831526","100:68;111:68","0.0140380859375","Yes"
"111","338.09390617577253","257.4047275085653","0.0186767578125","0.02294921875","0.014404296875","2400","0.00008960273596023541","32","0.00008960273596023541","0","0.00008960273596023541","0.00008960273596023541","112:0.0021574044218635735;110:0.0013401293791831526;101:0.001188997858406926","112:68;110:68;101:68","0.0186767578125","Yes"
"112","464.90106863994225","611.3347639440882","0.0218505859375","0.025390625","0.018310546875","2400","0.00009659968388120473","32","0.00009659968388120473","0","0.00009659968388120473","0.00009659968388120473","111:0.0021574044218635735;102:0.006918631391333058","111:68;113:68;102:68","0.0218505859375","Yes"
"113","422.04062363672296","315.845299026629","0.0225830078125","0.026611328125","0.0185546875","2400","0.00008687242290800106","32","0.00008687242290800106","0","0.00008687242290800106","0.00008687242290800106","103:0.0018043342863622025","103:68;112:68;114:68","0.0225830078125","Yes"
"114","386.4351249377899","268.2068851503661","0.03173828125","0.039306640625","0.024169921875","2400","0.00013827727434732594","32","0.00013827727434732594","0","0.00013827727434732594","0.00013827727434732594","115:0.0017414567933508596;104:0.0007404685693058743","115:68;104:68;113:68","0.03173828125","Yes"
"115","213.18664875199116","235.1688637046011","0.0230712890625","0.029052734375","0.01708984375","2400","0.00019037594513578832","32","0.00019037594513578832","0","0.00019037594513578832","0.00019037594513578832","114:0.0017414567933508596;105:0.0011108203654672522;116:0.007270259192691975","114:68;105:68;116:68","0.0230712890625","Yes"
"116","208.38614548931258","251.11806996339408","0.0084228515625","0.010986328125","0.005859375","2400","0.00014288177260805924","32","0.00014288177260805924","0","0.00014288177260805924","0.00014288177260805924","106:0.002447015238051381;115:0.007270259192691975;117:0.0022277244442470423","106:68;115:68;117:88","0.0084228515625","Yes"
"117","453.44246686904864","372.4843394215978","0.0457763671875","0.07275390625","0.018798828125","2400","0.00011957814825179006","32","0.00011957814825179006","0","0.00011957814825179006","0.00011957814825179006","107:0.003317467682070918;116:0.0022277244442470423;118:0.001981181128659526","107:108;116:88;118:68","0.0457763671875","Yes"
"118","457.28115704104346","611.4771717516536","0.0164794921875","0.016845703125","0.01611328125","2400","0.00024605161097003813","32","0.00024605161097003813","0","0.00024605161097003813","0.00024605161097003813","119:0.0016470834277232116;117:0.001981181128659526","119:68;108:68;117:68","0.0164794921875","Yes"
"119","483.88267130240615","450.70731123594067","0.027099609375","0.028076171875","0.026123046875","2400","0.0001941243614161496","32","0.0001941243614161496","0","0.0001941243614161496","0.0001941243614161496","118:0.0016470834277232116;109:0.001814045466650871","118:68;109:68","0.027099609375","Yes"
