"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","MEASURE error","Operational"
"77","327.8471525883148","216.3474463747039","0.0174560546875","0.024169921875","0.0107421875","2400","0.0002039816228959975","32","0.0002039816228959975","0","0.0002039816228959975","0.0002039816228959975","67:0.0037265897688266714;78:0.020257881101908848;87:0.0038806154883976873;76:0.0012477110814403392","67:68;78:68;87:68;76:68","0.0174560546875","Yes"
"78","427.59739429205035","290.0416039201042","0.0184326171875","0.022216796875","0.0146484375","2400","0.0002460092736798798","32","0.0002460092736798798","0","0.0002460092736798798","0.0002460092736798798","77:0.020257881101908848;79:0.14789367338797635;88:0.0011763337258550444;68:0.0012298572949937525","77:68;79:68;88:68;68:68","0.0184326171875","Yes"
"79","153.94011482087004","85.03091256467344","0.0994873046875","0.16650390625","0.032470703125","2400","0.0393680178572553","32","0.0393680178572553","0","0.0393680178572553","0.0393680178572553","78:0.14789367338797635","78:68;89:168;69:68","0.0994873046875","Yes"
"80","328.2221451206304","241.1756163115344","0.029296875","0.032958984375","0.025634765625","2400","0.00011960495533892094","32","0.00011960495533892094","0","0.00011960495533892094","0.00011960495533892094","81:0.002128646553633484;90:0.0041202390723968085;70:0.0015904400643455552","81:68;90:68;70:68","0.029296875","Yes"
"81","330.38479028776237","387.08532852156435","0.009033203125","0.011962890625","0.006103515625","2400","0.00036907020943009587","32","0.00036907020943009587","0","0.00036907020943009587","0.00036907020943009587","80:0.002128646553633484;82:0.014228920199973988;71:0.005301255116531872;91:0.009998297890736363","80:68;82:84;71:68;91:88","0.009033203125","Yes"
"82","30.615959344098023","48.57602390482148","0.0333251953125","0.047119140625","0.01953125","2400","0.0025011982188472815","32","0.0025011982188472815","0","0.0025011982188472815","0.0025011982188472815","72:0.015561007040919173;81:0.014228920199973988;83:0.0275770778553196;92:0.017082244613786157","72:88;81:84;83:108;92:68","0.0333251953125","Yes"
"83","63.32311076119907","96.94377882517207","0.0318603515625","0.046142578125","0.017578125","2400","0.0003584017250025441","32","0.0003584017250025441","0","0.0003584017250025441","0.0003584017250025441","73:0.006387143571462195;82:0.0275770778553196;84:0.0032823004895688457;93:0.005779320475045008","73:68;82:108;84:68;93:68","0.0318603515625","Yes"
"84","305.0640171283446","168.79081027630622","0.04052734375","0.04931640625","0.03173828125","2400","0.00026436715659903506","32","0.00026436715659903506","0","0.00026436715659903506","0.00026436715659903506","74:0.0020921281251228274;83:0.0032823004895688457;85:0.0015868773869370523;94:0.0019738877770133223","74:68;83:68;85:108;94:68","0.04052734375","Yes"
"85","175.30791941193027","221.85305859389928","0.0150146484375","0.0224609375","0.007568359375","2400","0.00025825427500943447","32","0.00025825427500943447","0","0.00025825427500943447","0.00025825427500943447","86:0.009141512363323667;75:0.003949956388034692;95:0.002933854847807088;84:0.0015868773869370523","86:108;75:68;95:68;84:108","0.0150146484375","Yes"
"86","167.1337890321705","134.2781385757807","0.0357666015625","0.040771484375","0.03076171875","2400","0.0002918790318725099","32","0.0002918790318725099","0","0.0002918790318725099","0.0002918790318725099","85:0.009141512363323667;87:0.001842335602866757;96:0.0017178344568468118;76:0.0012154235617665432","85:108;87:68;96:68;76:88","0.0357666015625","Yes"
