"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","MEASURE error","Operational"
"29","285.78041026337496","231.6562329037882","0.0234375","0.0302734375","0.0166015625","2400","0.0004997728018181915","32","0.0004997728018181915","0","0.0004997728018181915","0.0004997728018181915","19:0.001396327962304017;28:0.002405148719583583;39:0.0017460470583365584","19:88;28:68;39:128","0.0234375","Yes"
"30","329.4306390275624","381.22036732738445","0.01220703125","0.014892578125","0.009521484375","2400","0.00012445184585166888","32","0.00012445184585166888","0","0.00012445184585166888","0.00012445184585166888","20:0.0012322958514058846;31:0.001604098971341672;40:0.0038210596415567954","20:128;31:188;40:128","0.01220703125","Yes"
"31","369.16765858797135","400.5251855629063","0.0328369140625","0.041015625","0.024658203125","2400","0.00011399155468572015","32","0.00011399155468572015","0","0.00011399155468572015","0.00011399155468572015","30:0.001604098971341672;32:0.0022298543647000513;41:0.0021028776947722427","30:188;32:188;21:180;41:128","0.0328369140625","Yes"
"32","330.2900890866783","327.976036360364","0.0181884765625","0.021240234375","0.01513671875","2400","0.0004075187012136458","32","0.0004075187012136458","0","0.0004075187012136458","0.0004075187012136458","22:0.0016529859543580883;31:0.0022298543647000513;33:0.0018278602024724144;42:0.002913499254101226","22:168;31:188;33:208;42:188","0.0181884765625","Yes"
"33","557.4624050360173","369.49340791916796","0.035888671875","0.041259765625","0.030517578125","2400","0.00015843790493605037","32","0.00015843790493605037","0","0.00015843790493605037","0.00015843790493605037","23:0.0012054579284076772;32:0.0018278602024724144;34:0.002464172188193642;43:0.002423709906928695","23:148;32:208;34:128;43:248","0.035888671875","Yes"
"34","347.77719353070756","194.5687486985405","0.01416015625","0.0166015625","0.01171875","2400","0.0001382383862745539","32","0.0001382383862745539","0","0.0001382383862745539","0.0001382383862745539","24:0.001116321037416268;33:0.002464172188193642;35:0.002016028644580309;44:0.0024316734692123865","24:128;33:128;35:68;44:128","0.01416015625","Yes"
"35","411.85859847226726","253.77198882132714","0.0113525390625","0.0107421875","0.011962890625","2400","0.0001898032392854556","32","0.0001898032392854556","0","0.0001898032392854556","0.0001898032392854556","25:0.0039578933624261625;36:0.0019267442400602575;45:0.004790234332195054;34:0.002016028644580309","25:208;36:108;45:148;34:68","0.0113525390625","Yes"
"36","358.2945306342497","239.94850385159378","0.0272216796875","0.02978515625","0.024658203125","2400","0.0002504282673066805","32","0.0002504282673066805","0","0.0002504282673066805","0.0002504282673066805","46:0.0032670812636843016;26:0.00504535436258427;35:0.0019267442400602575;37:0.003036333320353024","46:148;26:268;35:108;37:88","0.0272216796875","Yes"
"37","487.54322275982486","262.00976019542605","0.0191650390625","0.017578125","0.01611328125","2400","0.00028128507058188397","32","0.00028128507058188397","0","0.00028128507058188397","0.00028128507058188397","27:0.002585723962195474;36:0.003036333320353024;38:0.0017340557116618527;47:0.0035575488672922873","27:108;36:88;38:148;47:148","0.0191650390625","Yes"
"38","328.8173217830711","292.4647758601179","0.0191650390625","0.023193359375","0.01513671875","2400","0.00016958695866237225","32","0.00016958695866237225","0","0.00016958695866237225","0.00016958695866237225","39:0.001296765238402442;48:0.09347786499006172;28:0.008104700793310465;37:0.0017340557116618527","39:168;48:188;28:228;37:148","0.0191650390625","Yes"
"39","227.39877605718775","193.17327200932448","0.013427734375","0.01708984375","0.009765625","2400","0.00023514066822811835","32","0.00023514066822811835","0","0.00023514066822811835","0.00023514066822811835","38:0.001296765238402442;29:0.0017460470583365584;49:0.0016416150961468257","38:168;29:128;49:208","0.013427734375","Yes"
"40","253.95634948422082","226.84119057255964","0.0135498046875","0.01513671875","0.011962890625","2400","0.000333144807271739","32","0.000333144807271739","0","0.000333144807271739","0.000333144807271739","41:0.0035177677875223856;50:0.0033668671427566355;30:0.0038210596415567954","41:128;50:128;30:128","0.0135498046875","Yes"
"41","446.8177674621474","241.23944496708953","0.0120849609375","0.0146484375","0.009521484375","2400","0.0001903618746027225","32","0.0001903618746027225","0","0.0001903618746027225","0.0001903618746027225","40:0.0035177677875223856;42:0.0022897984865883902;51:0.002226497684941403;31:0.0021028776947722427","40:128;42:128;51:128;31:128","0.0120849609375","Yes"
